序号,代码,名称,最新价,涨跌幅,涨跌额,成交量(手),成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率
203,002821,凯莱英,161.85,2.99,4.7,46844,758778363.01,3.84,165.27,159.24,159.99,157.15,3.67,1.43,17.74,3.57
204,600823,ST世茂,1.38,2.99,0.04,226303,30885897.0,4.48,1.39,1.33,1.34,1.34,2.28,0.6,-13.66,0.25
205,002898,赛隆药业,13.57,2.96,0.39,76076,102739758.68,3.03,13.65,13.25,13.25,13.18,2.17,7.51,399.71,4.51
206,300591,万里马,6.69,2.92,0.19,74305,49091690.0,3.23,6.69,6.48,6.58,6.5,2.8,2.24,279.9,4.85
207,300052,中青宝,17.99,2.92,0.51,98448,177842787.5,4.29,18.35,17.6,17.66,17.48,5.97,3.77,405.58,8.21
208,603208,江山欧派,35.21,2.89,0.99,39759,140822210.0,8.07,37.0,34.24,37.0,34.22,5.47,2.24,16.06,4.34
209,603706,东方环宇,15.7,2.88,0.44,17076,26663816.0,3.47,15.8,15.27,15.34,15.26,3.46,0.9,15.26,1.92
210,000676,智度股份,7.16,2.87,0.2,582887,411544853.11,6.75,7.27,6.8,6.92,6.96,2.22,4.57,52.7,2.51
211,300220,ST金运,7.91,2.86,0.22,14998,11664220.2,5.46,7.95,7.53,7.65,7.69,3.95,0.99,-58.44,14.44
212,601975,招商南油,3.24,2.86,0.09,538102,172589764.0,2.54,3.24,3.16,3.16,3.15,3.49,1.11,9.33,1.88
213,002490,山东墨龙,4.32,2.86,0.12,118858,51518800.0,3.57,4.4,4.25,4.27,4.2,4.07,2.19,-10.89,4.15
214,600612,老凤祥,60.21,2.85,1.67,8748,52371640.0,2.65,60.35,58.8,58.8,58.54,2.5,0.28,12.37,2.96
215,837006,晟楠科技,11.19,2.85,0.31,1912,2106863.83,4.32,11.29,10.82,10.88,10.88,3.3,0.77,16.37,2.93
216,600489,中金黄金,11.22,2.84,0.31,297726,332994006.0,2.02,11.3,11.08,11.25,10.91,2.88,0.61,18.48,2.09
217,688523,航天环宇,24.71,2.83,0.68,22763,56053848.0,5.33,25.27,23.99,24.0,24.03,5.97,6.73,283.29,6.47
218,603863,松炀资源,31.29,2.83,0.86,46173,142500701.0,3.78,31.43,30.28,30.58,30.43,1.38,2.26,-42.37,7.8
219,000153,丰原药业,10.94,2.82,0.3,236048,256323008.0,6.11,11.16,10.51,10.58,10.64,2.6,7.57,17.63,2.0
220,002575,群兴玩具,5.89,2.79,0.16,39435,23159803.0,4.54,5.97,5.71,5.76,5.73,4.84,0.67,244.6,4.55
221,002575,群兴玩具,5.89,2.79,0.16,39436,23160392.0,4.54,5.97,5.71,5.76,5.73,4.84,0.67,244.6,4.55
222,301277,新天地,23.67,2.78,0.64,81771,195764732.29,5.86,24.68,23.33,23.73,23.03,3.82,16.34,25.98,3.32
223,300611,美力科技,11.63,2.74,0.31,60842,71371171.38,5.12,12.08,11.5,11.81,11.32,3.12,4.14,64.6,2.48
224,688160,步科股份,59.88,2.73,1.59,8738,51149937.0,3.83,59.93,57.7,57.7,58.29,1.55,3.15,80.24,7.01
225,300634,彩讯股份,22.61,2.73,0.6,131722,295839904.57,4.0,22.84,21.96,22.11,22.01,2.91,3.05,20.19,3.99
226,601636,旗滨集团,8.39,2.69,0.22,318510,265357360.0,3.92,8.45,8.13,8.17,8.17,6.26,1.19,13.58,1.77
227,002270,华明装备,13.74,2.69,0.36,99528,136240810.44,3.51,13.84,13.37,13.45,13.38,2.89,1.31,21.46,3.95
228,688418,震有科技,25.2,2.69,0.66,255757,653756563.0,12.1,27.18,24.21,26.31,24.54,6.75,19.29,-54.22,5.57
229,603496,恒为科技,39.95,2.67,1.04,388539,1546454774.0,10.0,41.63,37.74,40.0,38.91,2.23,12.13,379.65,9.95
230,605319,无锡振华,17.4,2.65,0.45,38365,67528598.0,6.19,18.0,16.95,16.95,16.95,7.45,5.76,24.07,2.09
231,300697,电工合金,10.83,2.65,0.28,46590,50753224.2,3.7,11.04,10.65,10.65,10.55,6.35,3.04,24.04,3.51
232,300630,普利制药,24.4,2.65,0.63,277397,675671820.14,4.63,25.0,23.9,24.6,23.77,3.84,8.61,19.72,3.68
233,300368,汇金股份,8.15,2.64,0.21,157163,127130302.0,4.66,8.2,7.83,7.9,7.94,3.29,2.95,-101.34,7.46
234,601136,首创证券,20.96,2.64,0.54,183384,379465075.0,4.16,21.15,20.3,20.45,20.42,2.55,6.71,104.15,4.81
235,300010,*ST豆神,2.33,2.64,0.06,77184,17817571.0,4.41,2.34,2.24,2.25,2.27,3.48,0.94,-18.21,-2.86
236,002413,雷科防务,5.85,2.63,0.15,430751,250025187.11,4.21,5.9,5.66,5.75,5.7,3.93,3.44,29.07,1.83
237,300108,*ST吉药,3.52,2.62,0.09,84505,29942573.0,4.37,3.59,3.44,3.44,3.43,2.07,1.29,-12.85,-163.6
238,688549,中巨芯-U,9.42,2.61,0.24,125782,117659288.0,1.96,9.46,9.28,9.36,9.18,2.18,4.81,365.89,4.6
239,300061,旗天科技,6.33,2.59,0.16,119317,75460628.2,6.16,6.46,6.08,6.17,6.17,6.03,2.13,-127.86,3.34
240,002716,金贵银业,2.77,2.59,0.07,160509,44241178.0,1.85,2.78,2.73,2.75,2.7,4.79,0.73,-384.57,3.34
241,603318,水发燃气,8.37,2.57,0.21,76255,63689512.0,3.8,8.47,8.16,8.17,8.16,4.18,1.99,55.67,2.36
242,002642,荣联科技,11.16,2.57,0.28,753290,842511220.88,6.16,11.5,10.83,10.88,10.88,1.73,12.45,684.06,4.86
243,300645,正元智慧,27.31,2.55,0.68,11426,30910994.0,3.6,27.45,26.49,26.99,26.63,2.52,0.81,166.63,3.82
244,832978,开特股份,8.05,2.55,0.2,29134,23604935.26,4.08,8.23,7.91,8.07,7.85,1.86,3.34,13.9,2.5
245,600871,石化油服,2.02,2.54,0.05,492680,99155211.0,2.54,2.03,1.98,1.99,1.97,2.7,0.36,58.83,4.75
246,600903,贵州燃气,8.51,2.53,0.21,103436,87877772.0,2.65,8.57,8.35,8.38,8.3,4.89,0.9,33.85,3.26
247,002713,东易日盛,8.12,2.53,0.2,42027,33910126.4,3.91,8.19,7.88,7.92,7.92,2.34,1.03,-11.37,57.77
248,605055,迎丰股份,6.51,2.52,0.16,16213,10511873.0,3.78,6.57,6.33,6.35,6.35,3.44,1.64,153.6,2.56
249,000998,隆平高科,15.07,2.52,0.37,73191,110064394.99,3.27,15.2,14.72,14.73,14.7,3.92,0.56,-68.58,3.79
250,002443,金洲管道,6.93,2.51,0.17,69138,47757525.45,3.4,6.98,6.75,6.8,6.76,3.05,1.33,13.2,1.12
251,002345,潮宏基,6.2,2.48,0.15,55623,34266030.31,3.31,6.27,6.07,6.08,6.05,1.62,0.64,13.21,1.54
252,000070,特发信息,9.1,2.48,0.22,343738,310583332.03,4.5,9.2,8.8,8.88,8.88,3.0,3.87,-269.13,3.77
253,603912,佳力图,8.8,2.44,0.21,389037,344928385.0,5.7,9.02,8.53,8.89,8.59,4.49,7.18,134.29,2.61
254,001309,德明利,88.8,2.43,2.11,20800,183419013.67,5.06,90.01,85.62,85.65,86.69,2.51,3.1,-63.31,9.79
255,603037,凯众股份,17.77,2.42,0.42,94690,169303185.0,8.93,18.56,17.01,17.59,17.35,4.67,6.95,39.67,2.89
256,603667,五洲新春,18.2,2.42,0.43,80145,142230866.0,4.45,18.24,17.45,17.74,17.77,1.97,2.46,40.39,2.37
257,605016,百龙创园,24.72,2.4,0.58,8994,22092214.0,4.47,25.16,24.08,24.28,24.14,3.85,0.72,33.72,4.37
258,002699,*ST美盛,1.71,2.4,0.04,171506,29085174.6,2.4,1.71,1.67,1.68,1.67,2.24,1.89,-36.64,1.3
259,603880,ST南卫,4.73,2.38,0.11,11227,5254465.0,3.25,4.75,4.6,4.62,4.62,4.47,0.39,87.55,2.22
260,600567,山鹰国际,2.15,2.38,0.05,233495,49685813.0,2.86,2.15,2.09,2.1,2.1,3.92,0.52,-17.73,0.75
261,603880,ST南卫,4.73,2.38,0.11,11320,5298546.0,3.25,4.75,4.6,4.62,4.62,4.51,0.39,87.55,2.22
262,600567,山鹰国际,2.15,2.38,0.05,233495,49685813.0,2.86,2.15,2.09,2.1,2.1,3.92,0.52,-17.73,0.75
263,600435,北方导航,10.76,2.38,0.25,138626,148540144.0,3.9,10.9,10.49,10.52,10.51,4.0,0.93,54.84,6.07
264,600333,长春燃气,5.17,2.38,0.12,60367,31136582.0,2.57,5.19,5.06,5.08,5.05,4.31,0.99,-14.93,1.64
265,600850,电科数字,24.61,2.37,0.57,52521,127586304.0,3.24,24.63,23.85,23.95,24.04,1.78,0.87,64.07,4.15
266,603138,海量数据,19.43,2.37,0.45,32911,62963150.0,4.9,19.65,18.72,18.78,18.98,1.97,1.17,-46.61,6.54
267,301233,盛帮股份,42.33,2.35,0.97,5708,24004274.0,3.22,42.57,41.24,41.36,41.36,2.91,3.09,37.48,2.56
268,838402,硅烷科技,10.91,2.35,0.25,15458,17063289.41,3.94,11.22,10.8,10.88,10.66,9.6,1.7,12.85,2.4
269,000603,盛达资源,14.88,2.34,0.34,58108,86268039.82,2.41,14.98,14.63,14.89,14.54,3.06,0.99,83.94,3.37
270,600561,江西长运,6.14,2.33,0.14,208970,128713061.0,8.33,6.37,5.87,5.95,6.0,4.09,7.35,-26.58,1.89
271,002867,周大生,17.26,2.31,0.39,22242,38245217.25,3.2,17.42,16.88,16.91,16.87,1.95,0.21,12.78,3.26
272,002353,杰瑞股份,30.99,2.31,0.7,42592,130909888.6,2.64,31.12,30.32,30.79,30.29,1.67,0.61,15.21,1.77
273,300536,农尚环境,14.69,2.3,0.33,24630,36460071.0,5.22,15.0,14.25,14.25,14.36,2.94,0.84,570.57,6.79
274,002099,海翔药业,9.85,2.28,0.22,813507,792757828.85,6.96,10.11,9.44,9.55,9.63,7.34,5.03,415.83,2.64
275,002281,光迅科技,32.75,2.28,0.73,242297,791910260.95,4.53,33.38,31.93,32.03,32.02,2.04,3.56,54.5,3.3
276,600166,福田汽车,3.59,2.28,0.08,390229,138963636.0,2.85,3.6,3.5,3.52,3.51,3.34,0.59,23.72,2.07
277,300762,上海瀚讯,17.08,2.28,0.38,101349,169962950.21,4.79,17.13,16.33,16.72,16.7,1.74,1.61,-363.92,4.02
278,688117,圣诺生物,33.42,2.26,0.74,79379,263147393.0,7.47,34.4,31.96,32.51,32.68,3.89,11.99,92.89,4.53
279,002194,武汉凡谷,13.1,2.26,0.29,668139,860742177.69,8.98,13.42,12.27,12.67,12.81,2.46,13.14,56.27,3.47
280,688297,中无人机,47.28,2.25,1.04,17166,80982399.0,3.44,47.8,46.21,46.33,46.24,3.97,0.93,74.66,5.55
281,002406,远东传动,7.28,2.25,0.16,736546,536975902.42,7.02,7.5,7.0,7.05,7.12,2.68,13.69,56.69,1.46
282,600916,中国黄金,10.98,2.23,0.24,100277,109742485.0,2.14,11.08,10.85,10.85,10.74,4.67,1.22,17.17,2.65
283,002872,ST天圣,5.05,2.23,0.11,10295,5141324.0,2.43,5.06,4.94,4.95,4.94,5.4,0.48,-15.81,0.75
284,600602,云赛智联,14.71,2.22,0.32,208024,305041911.0,3.96,14.89,14.32,14.49,14.39,1.46,1.94,108.4,4.39
285,601015,陕西黑猫,4.64,2.2,0.1,232527,107496084.0,2.64,4.67,4.55,4.57,4.54,2.22,1.14,-73.95,1.19
286,300114,中航电测,46.94,2.2,1.01,80866,377323434.47,5.4,47.78,45.3,45.4,45.93,1.92,1.37,137.6,11.63
287,002205,国统股份,10.75,2.19,0.23,26597,28480416.2,2.85,10.8,10.5,10.56,10.52,1.98,1.43,-13.15,2.88
288,002843,泰嘉股份,22.0,2.18,0.47,118116,266653352.19,6.83,23.35,21.88,22.7,21.53,3.88,5.58,38.6,3.45
289,600575,淮河能源,2.81,2.18,0.06,176981,49127666.0,2.91,2.81,2.73,2.74,2.75,3.79,0.46,16.0,1.03
290,002896,中大力德,38.23,2.16,0.81,39779,150030140.7,3.58,38.34,37.0,37.42,37.42,1.21,2.63,86.84,5.39
291,300548,博创科技,33.22,2.15,0.7,63426,207239043.08,4.49,33.25,31.79,32.35,32.52,1.29,2.77,33.55,4.33
292,000809,铁岭新城,3.36,2.13,0.07,24833,8294946.5,2.13,3.37,3.3,3.31,3.29,2.08,0.3,-24.52,0.98
293,000584,ST工智,4.33,2.12,0.09,75143,32300490.5,3.3,4.35,4.21,4.25,4.24,2.67,1.0,513.14,3.16
294,605128,上海沿浦,58.4,2.1,1.2,15596,90001096.0,4.55,58.76,56.16,56.7,57.2,1.39,1.95,73.63,4.29
295,300282,*ST三盛,3.42,2.09,0.07,45545,15535111.5,5.97,3.5,3.3,3.35,3.35,1.56,1.22,-23.32,0.97
296,300799,*ST左江,238.88,2.09,4.88,1080,26040054.0,5.12,247.0,235.01,238.6,234.0,2.27,0.16,-199.94,41.53
297,002849,威星智能,17.71,2.07,0.36,48951,86154057.34,3.92,17.9,17.22,17.35,17.35,2.32,2.6,57.02,3.07
298,600867,通化东宝,11.39,2.06,0.23,230460,261823295.0,2.78,11.48,11.17,11.2,11.16,4.2,1.16,23.42,3.47
299,002700,ST浩源,4.46,2.06,0.09,13466,5979329.0,2.75,4.48,4.36,4.36,4.37,4.5,0.32,16.46,2.56
300,300341,麦克奥迪,13.96,2.05,0.28,246683,340995966.8,11.18,14.43,12.9,13.16,13.68,3.65,4.77,47.82,4.36
301,300742,*ST越博,5.55,2.02,0.11,43179,23656370.2,5.33,5.62,5.33,5.39,5.44,4.42,3.75,-4.9,-4.79
302,002572,索菲亚,17.68,2.02,0.35,40222,70840148.0,2.54,17.84,17.4,17.41,17.33,1.79,0.63,16.14,2.86
303,300254,仟源医药,9.65,2.01,0.19,103404,99472254.82,3.07,9.75,9.46,9.52,9.46,3.53,4.62,-48.33,4.23
304,000813,德展健康,4.07,2.01,0.08,1090032,443465810.74,5.01,4.16,3.96,4.02,3.99,2.44,5.04,-582.43,1.72
305,301050,雷电微力,61.1,2.0,1.2,17251,104759785.56,4.29,61.9,59.33,59.86,59.9,3.8,1.29,27.29,4.2
306,300698,万马科技,37.2,2.0,0.73,27063,100263002.0,4.83,37.67,35.91,36.0,36.47,2.36,2.19,148.48,11.75
307,603196,日播时尚,16.34,2.0,0.32,16482,27062423.0,5.12,16.82,16.0,16.02,16.02,3.73,0.69,371.49,4.94
308,688435,英方软件,75.12,2.0,1.47,21438,166050612.0,10.48,80.79,73.07,73.07,73.65,3.88,11.64,-9497.64,5.57
309,688772,珠海冠宇,19.43,1.99,0.38,71896,138174455.0,3.04,19.48,18.9,19.19,19.05,3.76,0.94,77.59,3.45
310,600166,福田汽车,3.58,1.99,0.07,390177,138945015.0,2.85,3.6,3.5,3.52,3.51,3.34,0.59,23.65,2.06
311,300683,海特生物,40.09,1.98,0.78,14499,58350044.72,3.89,40.85,39.32,39.66,39.31,2.3,1.19,-235.79,2.03
312,300365,恒华科技,7.75,1.97,0.15,407256,318573728.36,8.03,8.04,7.43,7.5,7.6,4.9,8.91,249.0,2.35
313,603888,新华网,29.46,1.97,0.57,69625,205513548.0,4.29,30.05,28.81,28.85,28.89,3.09,1.34,68.09,4.66
314,601188,龙江交通,4.16,1.96,0.08,183585,76198117.0,2.94,4.21,4.09,4.1,4.08,1.57,1.4,23.19,1.2
315,688377,迪威尔,28.71,1.95,0.55,4635,13452781.0,4.23,29.58,28.39,28.39,28.16,1.12,0.24,34.48,3.34
316,603833,欧派家居,95.62,1.95,1.83,8310,79599833.0,3.49,96.95,93.68,94.0,93.79,2.39,0.14,25.72,3.66
317,600369,西南证券,4.19,1.95,0.08,211955,87807159.0,2.92,4.19,4.07,4.11,4.11,3.1,0.34,30.14,1.1
318,688298,东方生物,39.86,1.94,0.76,19835,78990098.0,4.63,40.75,38.94,39.0,39.1,4.73,0.98,115.43,1.02
319,300883,龙利得,6.33,1.93,0.12,44070,27957818.8,4.83,6.49,6.19,6.2,6.21,3.48,1.34,190.65,1.53
320,600620,天宸股份,11.7,1.92,0.22,17466,20301279.0,2.26,11.72,11.46,11.47,11.48,1.42,0.25,433.78,4.21
321,300883,龙利得,6.33,1.93,0.12,44137,28000229.8,4.83,6.49,6.19,6.2,6.21,3.49,1.34,190.65,1.53
322,600620,天宸股份,11.7,1.92,0.22,17466,20301279.0,2.26,11.72,11.46,11.47,11.48,1.42,0.25,433.78,4.21
323,301255,通力科技,44.95,1.9,0.84,11442,50797863.45,2.52,45.0,43.89,44.01,44.11,1.22,4.21,59.32,4.88
324,300620,光库科技,48.71,1.9,0.91,46203,220444525.85,5.02,48.8,46.4,47.13,47.8,1.2,1.91,188.32,7.16
325,603922,金鸿顺,25.16,1.9,0.47,11340,28473315.0,3.32,25.43,24.61,24.69,24.69,5.17,0.89,-56.49,3.19
326,300460,惠伦晶体,12.9,1.9,0.24,226320,298309441.1,6.79,13.66,12.8,13.21,12.66,5.99,8.06,-54.15,3.56
327,000416,*ST民控,2.15,1.9,0.04,45298,9733909.0,3.79,2.18,2.1,2.11,2.11,1.47,0.85,150.13,1.33
328,605398,新炬网络,32.4,1.89,0.6,28782,92505151.0,5.47,32.86,31.12,31.84,31.8,2.04,7.62,74.87,3.67
329,689009,九号公司-WD,34.59,1.89,0.64,14497,50211711.0,3.15,34.88,33.81,33.81,33.95,2.55,0.28,55.78,4.74
330,300922,天秦装备,16.83,1.88,0.31,23000,38644404.92,4.54,17.15,16.4,16.42,16.52,4.69,2.56,158.54,3.07
331,001202,炬申股份,16.35,1.87,0.3,7241,11848299.0,3.74,16.56,15.96,16.19,16.05,1.74,1.8,33.57,2.98
332,688535,华海诚科,84.12,1.86,1.54,20738,173452039.0,6.59,86.95,81.51,82.59,82.58,3.03,11.63,280.68,6.74
333,300258,精锻科技,15.3,1.86,0.28,45380,68628610.65,3.6,15.43,14.89,15.03,15.02,1.5,0.98,28.77,2.16
334,600792,云煤能源,3.86,1.85,0.07,148585,57294637.0,2.37,3.89,3.8,3.8,3.79,2.62,1.5,-57.52,1.21
335,600685,中船防务,24.3,1.84,0.44,35682,86410427.0,3.27,24.55,23.77,23.8,23.86,1.91,0.43,1356.0,2.03
336,301213,观想科技,44.77,1.84,0.81,12847,57835626.11,4.87,45.92,43.78,44.17,43.96,4.31,4.47,758.09,4.45
337,002862,实丰文化,15.51,1.84,0.28,4948,7624967.0,2.5,15.58,15.2,15.28,15.23,1.53,0.55,1303.69,3.94
338,300394,天孚通信,83.75,1.84,1.51,79008,654293636.99,3.78,83.99,80.88,82.01,82.24,1.87,2.19,70.07,12.31
339,603969,银龙股份,4.46,1.83,0.08,53043,23594437.0,2.97,4.51,4.38,4.38,4.38,2.74,0.63,22.26,1.72
340,300189,神农科技,3.35,1.82,0.06,148963,49673151.0,3.04,3.37,3.27,3.29,3.29,4.91,1.55,-108.46,4.33
341,600190,锦州港,3.37,1.81,0.06,193121,65075857.0,3.32,3.41,3.3,3.32,3.31,1.75,1.09,74.52,1.01
342,603190,亚通精工,32.6,1.81,0.58,22457,73007415.0,2.84,32.88,31.97,32.22,32.02,3.41,7.49,21.42,1.96
343,301018,申菱环境,30.93,1.81,0.55,71528,223472465.22,3.75,31.85,30.71,31.38,30.38,4.67,8.09,47.32,3.38
344,603095,越剑智能,16.42,1.8,0.29,22293,35985970.0,5.02,16.49,15.68,16.01,16.13,2.36,1.21,31.28,1.23
345,301258,富士莱,41.94,1.8,0.74,19019,79729611.85,3.25,42.52,41.18,41.24,41.2,4.54,5.74,19.95,1.99
346,688075,安旭生物,42.16,1.79,0.74,6222,26160104.0,3.84,42.78,41.19,41.53,41.42,4.55,2.03,16.06,1.04
347,601139,深圳燃气,6.85,1.78,0.12,71157,48491868.0,2.08,6.85,6.71,6.71,6.73,2.15,0.25,13.37,1.4
348,688636,智明达,48.24,1.77,0.84,6280,29781236.0,5.25,48.5,46.01,47.56,47.4,2.7,1.41,45.13,3.55
349,301293,三博脑科,66.32,1.76,1.15,18848,125303359.28,4.0,67.5,64.89,64.89,65.17,2.81,5.29,120.35,4.58
350,300159,新研股份,2.89,1.76,0.05,254130,73094220.0,3.52,2.92,2.82,2.84,2.84,3.47,1.73,-24.52,60.66
351,688146,中船特气,37.11,1.75,0.64,12004,44939174.0,2.58,37.95,37.01,37.88,36.47,4.68,2.03,57.08,3.9
352,002762,金发拉比,8.7,1.75,0.15,33120,28653390.8,2.92,8.73,8.48,8.48,8.55,1.61,1.59,203.37,3.56
353,603110,东方材料,30.26,1.75,0.52,29571,89165601.0,4.37,30.6,29.3,29.9,29.74,1.54,1.47,374.22,9.44
354,833427,华维设计,5.26,1.74,0.09,352,186167.66,2.32,5.3,5.18,5.18,5.17,4.66,0.09,15.01,1.59
355,002933,新兴装备,28.25,1.73,0.48,9509,26559986.0,3.24,28.31,27.41,27.94,27.77,2.6,0.84,237.76,2.27
356,000595,宝塔实业,5.34,1.71,0.09,64985,34690985.98,3.24,5.41,5.24,5.28,5.25,3.82,0.57,-98.37,9.57
357,600397,安源煤业,2.97,1.71,0.05,114796,33863382.0,2.05,2.97,2.91,2.91,2.92,2.18,1.16,28.05,4.6
358,603223,恒通股份,10.74,1.7,0.18,68362,73487151.0,5.49,11.0,10.42,10.56,10.56,3.53,1.24,57.75,2.06
359,300050,世纪鼎利,5.37,1.7,0.09,295786,158329146.0,3.98,5.42,5.21,5.34,5.28,1.93,5.43,-219.59,4.32
360,300690,双一科技,17.44,1.69,0.29,52298,90872713.0,5.31,17.76,16.85,17.04,17.15,1.95,4.77,32.31,2.09
361,601028,玉龙股份,10.26,1.68,0.17,74040,75803484.0,1.68,10.32,10.15,10.15,10.09,2.84,0.95,15.64,2.62
362,603075,热威股份,26.63,1.68,0.44,24951,66706476.0,2.52,26.96,26.3,26.69,26.19,2.29,6.43,45.03,5.74
363,603398,沐邦高科,19.98,1.68,0.33,9985,19817178.0,2.39,20.02,19.55,19.66,19.65,3.1,0.29,298.1,9.41
364,688239,航宇科技,49.11,1.68,0.81,16044,77681079.0,4.89,49.5,47.14,48.5,48.3,2.4,1.55,31.3,4.64
365,600617,国新能源,4.25,1.67,0.07,48173,20411773.0,2.15,4.26,4.17,4.19,4.18,2.6,0.49,57.7,1.58
366,000852,石化机械,6.72,1.66,0.11,60511,40679499.0,3.03,6.8,6.6,6.61,6.61,2.35,0.67,49.42,2.12
367,601899,紫金矿业,12.22,1.66,0.2,439667,537139345.0,1.33,12.28,12.12,12.25,12.02,2.21,0.21,15.61,3.25
368,000407,胜利股份,3.67,1.66,0.06,103545,38007247.0,2.77,3.7,3.6,3.61,3.61,3.83,1.18,19.88,1.16
369,002601,龙佰集团,19.58,1.66,0.32,128338,250751813.49,2.18,19.68,19.26,19.37,19.26,4.48,0.86,16.36,2.01
370,000068,华控赛格,3.69,1.65,0.06,69352,25508935.0,2.48,3.71,3.62,3.65,3.63,2.79,0.69,4.37,7.89
371,300840,酷特智能,17.91,1.65,0.29,30027,53268225.0,3.69,17.93,17.28,17.62,17.62,1.5,1.7,30.65,3.76
372,835640,富士达,16.07,1.64,0.26,5666,8999646.68,5.38,16.44,15.59,16.05,15.81,5.61,0.32,16.72,3.79
373,601139,深圳燃气,6.84,1.63,0.11,71156,48491183.0,2.08,6.85,6.71,6.71,6.73,2.15,0.25,13.35,1.39
374,600807,济南高新,3.12,1.63,0.05,31312,9757031.0,1.95,3.14,3.08,3.09,3.07,2.05,0.4,-29.4,9.49
375,603879,永悦科技,6.25,1.63,0.1,119030,74331890.0,5.2,6.39,6.07,6.07,6.15,5.07,3.31,-64.32,4.69
376,601088,中国神华,31.27,1.62,0.5,59853,185639693.0,1.56,31.28,30.8,30.97,30.77,1.62,0.04,9.33,1.63
377,000010,美丽生态,3.79,1.61,0.06,1241727,476914141.5,5.36,3.95,3.75,3.75,3.73,7.56,23.78,-17.38,6.8
378,000877,天山股份,7.59,1.61,0.12,46699,35336760.8,2.01,7.61,7.46,7.5,7.47,1.77,0.26,231.94,0.82
379,603608,天创时尚,4.43,1.61,0.07,23171,10278968.0,2.52,4.48,4.37,4.39,4.36,1.78,0.55,-70.73,1.52
380,831906,舜宇精工,10.15,1.6,0.16,784,789245.56,2.1,10.15,9.94,10.05,9.99,2.43,0.39,13.65,1.25
381,831906,舜宇精工,10.15,1.6,0.16,784,789245.56,2.1,10.15,9.94,10.05,9.99,2.43,0.39,13.65,1.25
382,000713,丰乐种业,8.92,1.59,0.14,43096,38322367.3,1.94,8.95,8.78,8.82,8.78,4.67,0.7,-1512.37,2.87
383,300087,荃银高科,9.58,1.59,0.15,48209,46106624.39,2.44,9.65,9.42,9.45,9.43,3.09,0.54,115.11,5.33
384,603270,金帝股份,34.51,1.59,0.54,57583,201398206.0,3.71,35.72,34.46,35.2,33.97,2.89,11.74,42.01,3.62
385,603116,红蜻蜓,5.76,1.59,0.09,27272,15758741.0,2.82,5.84,5.68,5.69,5.67,2.82,0.47,44.28,1.1
386,600117,*ST西钢,3.2,1.59,0.05,23148,7367678.0,2.22,3.22,3.15,3.15,3.15,1.44,0.22,-1.58,-1.75
387,002058,威尔泰,11.52,1.59,0.18,10357,11822221.0,2.73,11.54,11.23,11.43,11.34,2.86,0.72,-111.33,10.81
388,002237,恒邦股份,12.18,1.58,0.19,68056,82890086.17,1.75,12.28,12.07,12.2,11.99,2.92,0.75,23.96,1.63
389,002395,双象股份,11.54,1.58,0.18,37486,43192831.0,3.35,11.65,11.27,11.39,11.36,3.06,1.4,45.19,3.46
390,603848,好太太,15.51,1.57,0.24,9409,14602251.0,3.27,15.75,15.25,15.29,15.27,2.28,0.23,20.69,2.94
391,603408,建霖家居,11.03,1.57,0.17,6495,7152850.0,4.05,11.14,10.7,10.93,10.86,2.51,0.56,15.57,1.75
392,603579,荣泰健康,22.77,1.56,0.35,8356,18907036.0,4.15,22.93,22.0,22.65,22.42,2.46,0.6,15.08,1.7
393,000661,长春高新,143.73,1.55,2.2,30421,436152026.66,2.71,145.2,141.36,141.6,141.53,3.08,0.76,13.46,2.93
394,301515,港通医疗,35.4,1.55,0.54,10051,35679624.56,2.75,35.87,34.91,34.91,34.86,2.48,4.24,41.84,2.75
395,601059,信达证券,16.43,1.55,0.25,99471,161475876.0,2.41,16.45,16.06,16.08,16.18,1.72,3.07,36.53,3.14
396,301038,深水规院,18.43,1.54,0.28,14368,26246649.0,3.97,18.59,17.87,18.15,18.15,1.42,2.91,470.13,3.62
397,002244,滨江集团,9.25,1.54,0.14,82973,77449338.19,2.63,9.47,9.23,9.23,9.11,1.97,0.31,8.79,1.14
398,301558,三态股份,13.24,1.53,0.2,163073,217332490.59,4.22,13.62,13.07,13.25,13.04,1.48,14.66,64.09,7.72
399,002892,科力尔,14.58,1.53,0.22,189656,276487870.93,5.5,14.99,14.2,14.29,14.36,1.34,6.88,92.7,5.15
400,300466,赛摩智能,7.31,1.53,0.11,162329,115525396.28,4.31,7.33,7.02,7.15,7.2,1.4,3.87,128.26,4.42
401,300466,赛摩智能,7.31,1.53,0.11,162329,115525396.28,4.31,7.33,7.02,7.15,7.2,1.4,3.87,128.26,4.42
402,000669,ST金鸿,2.0,1.52,0.03,29581,5864717.23,3.05,2.01,1.95,1.96,1.97,1.43,0.43,178.36,2.89
403,603689,皖天然气,8.01,1.52,0.12,24369,19525615.0,2.66,8.08,7.87,7.89,7.89,2.27,0.52,10.61,1.37
404,002375,亚厦股份,5.34,1.52,0.08,256520,137581466.0,3.61,5.42,5.23,5.26,5.26,1.72,1.93,27.96,0.92
405,603393,新天然气,28.8,1.52,0.43,24924,72039181.0,2.54,29.18,28.46,28.69,28.37,3.28,0.66,12.61,2.26
406,300478,杭州高新,10.73,1.51,0.16,4626,4935794.0,2.37,10.75,10.5,10.64,10.57,1.31,0.37,-62.07,23.57
