sender,datetime,message
英姿(wxid_azz5pbps4v3b22) ,2022/4/14 11:16,  我单独转了，谢谢阿姐[Rose]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/14 11:17,  没事的
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/14 11:27,  201收到了
夕军(wxid_18xodpzfqk9n22) ,2022/4/14 11:28,  @毛头?你好我也买了一份，直接付了，谢谢??
夕军(wxid_18xodpzfqk9n22) ,2022/4/14 11:28,images\[00169]2022-04-14 11-28-48
wxid_hz0g6i0fg9h511 ,2022/4/14 11:31,  302 两份
wxid_hz0g6i0fg9h511 ,2022/4/14 11:31,images\[00170]2022-04-14 11-31-40
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/14 11:32,  302收到二份
政通路305弄1号楼组群 ,2022/4/14 11:34,  你撤回了一条消息
我 ,2022/4/14 11:34,  602一份
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/14 11:34,  602收到了
我 ,2022/4/14 11:38,  想问下哪位好邻居能否匀点油，我这儿有鲜牛奶、酸奶、鹌鹑蛋、苹果(拼团的还没到)可以换[Whimper][Rose] 可以私聊我。。家里油只能撑几天了一直买不到油，感恩…
夕军(wxid_18xodpzfqk9n22) ,2022/4/14 11:40,  @602?你可以组团买啊，我们家里也没多少了，也想买
wxid_hz0g6i0fg9h511 ,2022/4/14 11:41,  @602?我有
我 ,2022/4/14 11:49,  已经换到了，隔壁奶奶不会打字，还敲门换给我们的[Hurt]@华华?。真的太感动了，太谢谢[Hurt]了。 
wxid_hz0g6i0fg9h511 ,2022/4/14 11:57,  哦好 没油的可以过来匀
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/14 11:57,  
夕军(wxid_18xodpzfqk9n22) ,2022/4/14 12:02,  @302?暂时还好过上几天的，谢谢啦[Fight]
wxid_hz0g6i0fg9h511 ,2022/4/14 12:03,  没事 随时可以
夕军(wxid_18xodpzfqk9n22) ,2022/4/14 12:03,images\[00171]2022-04-14 12-03-58
我 ,2022/4/14 12:04,  [转发的网页]
夕军(wxid_18xodpzfqk9n22) ,2022/4/14 12:05,  这个到勿错，份额又少，但要组团的
雁雁_Kim(kimyan330) ,2022/4/14 14:19,  50份太多了
雁雁_Kim(kimyan330) ,2022/4/14 14:19,  10份 楼道里团团 还有可能
夕军(wxid_18xodpzfqk9n22) ,2022/4/14 14:21,  就是或
嘟嘟(wxid_zjsdshi1xzkg22) ,2022/4/14 14:30,  470弄自己本弄拉了一个群我刚看到团的早点蛮好的
嘟嘟(wxid_zjsdshi1xzkg22) ,2022/4/14 14:32,images\[00172]2022-04-14 14-32-04
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/14 14:32,  很好的[ThumbsUp]
嘟嘟(wxid_zjsdshi1xzkg22) ,2022/4/14 14:32,  我们305弄不好进去买
夕军(wxid_18xodpzfqk9n22) ,2022/4/14 14:33,  470弄他们是昨晚上组的团，而且昨晚团购的鸡蛋今天会到了
夕军(wxid_18xodpzfqk9n22) ,2022/4/14 14:35,  [转发的网页]
夕军(wxid_18xodpzfqk9n22) ,2022/4/14 16:13,images\[00173]2022-04-14 16-13-35
夕军(wxid_18xodpzfqk9n22) ,2022/4/14 16:13,  有哪位需要？
夕军(wxid_18xodpzfqk9n22) ,2022/4/14 16:14,  就在小区了
夕军(wxid_18xodpzfqk9n22) ,2022/4/14 16:21,  如果多那个人会送到楼梯口的
友谊(wxid_46lwnapv592c22) ,2022/4/14 16:28,  需要酸奶
夕军(wxid_18xodpzfqk9n22) ,2022/4/14 16:30,  @友谊?你是几楼啊？
友谊(wxid_46lwnapv592c22) ,2022/4/14 16:31,  @夕军?504
政通路305弄1号楼组群 ,2022/4/14 16:31,"  ""友谊"" recalled a message"
友谊(wxid_46lwnapv592c22) ,2022/4/14 16:31,  1号504
夕军(wxid_18xodpzfqk9n22) ,2022/4/14 16:32,  哦，我想去买的，但在470弄6号口，小朋友想喝的，要么我帮你带一箱？
友谊(wxid_46lwnapv592c22) ,2022/4/14 16:34,  你能出去吗:可以帮忙带一箱＇谢谢
友谊(wxid_46lwnapv592c22) ,2022/4/14 16:34,  怎么给你钱
夕军(wxid_18xodpzfqk9n22) ,2022/4/14 16:36,  我带上酒精手套口罩去拿吧，当心点吧
友谊(wxid_46lwnapv592c22) ,2022/4/14 16:36,  当心点＇做好防护:
政通路305弄1号楼组群 ,2022/4/14 16:37,"  ""友谊"" recalled a message"
夕军(wxid_18xodpzfqk9n22) ,2022/4/14 16:37,  钱回来再给吧，加个私信
友谊(wxid_46lwnapv592c22) ,2022/4/14 16:37,  提不动:很重的
友谊(wxid_46lwnapv592c22) ,2022/4/14 16:37,  好
夕军(wxid_18xodpzfqk9n22) ,2022/4/14 16:38,  没事的
友谊(wxid_46lwnapv592c22) ,2022/4/14 16:39,  耍你去拿＇真不好意思
友谊(wxid_46lwnapv592c22) ,2022/4/14 16:39,  以为团的呢
夕军(wxid_18xodpzfqk9n22) ,2022/4/14 16:40,  我问了，只有我俩要[Facepalm]
友谊(wxid_46lwnapv592c22) ,2022/4/14 16:41,  哦＇人不多
夕军(wxid_18xodpzfqk9n22) ,2022/4/14 16:41,  一会儿
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/14 17:58,"  1号楼居民:
  今晚发牛奶。
  到时候我按各家门铃或者微信你们下来拿。"
wxid_hz0g6i0fg9h511 ,2022/4/14 17:58,  收到
203(wxid_5glc0nycq89h11) ,2022/4/14 17:59,  收到
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/14 18:00,  请大家先耐心等待，不要下来。
余小瘦(wxid_v0fmm9lqsxi122) ,2022/4/14 18:02,  收到
Xingying(wxid_mx7kedbaclw221) ,2022/4/14 18:08,  
夕军(wxid_18xodpzfqk9n22) ,2022/4/14 18:18,  收到谢谢??
周燕(wxid_6tseuu2cvcg622) ,2022/4/14 18:20,  收到，謝謝。
薛雯婷(wxid_omhlkiks6h1w21) ,2022/4/14 18:24,  好的
203(wxid_5glc0nycq89h11) ,2022/4/15 5:52,"  大家好，我是我们1号楼的团购志愿者，之前建新小区团购群因种种问题解散了，但是大家的民生问题还是需要得到保障的。所以我们所有305弄的志愿者们又一起组织了305弄纯公益非盈利团购团队，希望为大家提供多一种渠道，尽可能为大家提供安全、平价的生活必需品。
我们团队是报备过居委的，每次配送团品前都会进行统一消杀，并有志愿者们穿着小蓝防护服送到楼栋下。
我们这次重新组队，决定优化团购及配送流程，将不再建立大群，而是由每一栋楼志愿者转发团购链接至楼栋群内，后台统一定时开启团购。后续也由志愿者在楼栋群内通知更新团品配送信息，收集售后问题等 。
现在向大家征集意见，请大家在以下链接中勾选目前最需要团购的产品，投票截止于4月15日下午14:00，稍后我们会整合大家需求，尽快为大家安排团购。"
203(wxid_5glc0nycq89h11) ,2022/4/15 5:52,  [转发的网页]
沈玉华502(wxid_4l2vbwjld1m212) ,2022/4/15 6:15,  谢谢你们[Shake][Rose][Rose][Rose]
友谊(wxid_46lwnapv592c22) ,2022/4/15 6:48,  谢谢你们[Shake][Rose][Rose][Rose]
友谊(wxid_46lwnapv592c22) ,2022/4/15 6:48,  
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/15 6:48,"  谢谢你们[ThumbsUp]
  有你们年轻人的关心真好[Rose][Rose][Rose]"
夕军(wxid_18xodpzfqk9n22) ,2022/4/15 8:29,  我们的团长没有忘记我们，305弄有望了！真心感谢[Worship][Worship][Worship]
wxid_hz0g6i0fg9h511 ,2022/4/15 9:06,  感谢 终于有我们自己的组织了
陶陶(wxid_993wmwpzf2bd11) ,2022/4/15 9:34,  我没有收到过报备，请问你向哪位居委干部报备的？
陶陶(wxid_993wmwpzf2bd11) ,2022/4/15 9:34,images\[00174]2022-04-15 09-34-39
夕军(wxid_18xodpzfqk9n22) ,2022/4/15 9:43,  没有备报的话重新备报啊
雁雁_Kim(kimyan330) ,2022/4/15 10:22,  我们是延续之前刚需群的，现在分成305弄来做而已。@陶陶?居委老师您不同意的话，我们就不做了，没事的。
雁雁_Kim(kimyan330) ,2022/4/15 10:38,  [Fight][Fight]和居委老师通过电话了，之后我会再去和居委主任沟通的
夕军(wxid_18xodpzfqk9n22) ,2022/4/15 10:38,  那有同意不同意之说，你们能继续为百姓服务、付出，如305弄不组团，那后面的我们为了生存，一是有钱的人买高价食物，另类的人就要到处占营求得自己的生活刚需，这就带来了乱窜乱走状况，这难道是居委干部抗疫的初衷吗？真心为民办事的团体为什么要手续这个复杂？@404 雁雁?如们不做305弄的百姓就没指望了，那有困难就找居委吧万分感激??
夕军(wxid_18xodpzfqk9n22) ,2022/4/15 10:45,  纠正：如果你们不做
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/15 10:46,  谢谢雁雁和小鹿[Fight]你们真的很辛苦[Facepalm]了不起的年轻人[ThumbsUp]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/15 10:58,[点击播放语音]
雁雁_Kim(kimyan330) ,2022/4/15 12:11,  [转发的网页]
政通路305弄1号楼组群 ,2022/4/15 12:13,"  ""404 雁雁"" recalled a message"
雁雁_Kim(kimyan330) ,2022/4/15 12:14,"  建新小区305弄（仅限305弄） 
水果团购，水果组合，3-4种 超过8斤，100元一份。
下单时间：4/15 12:30开始团购，14:00截止
配送时间：预计4月18号"
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/4/15 12:14,  @404 雁雁?一个人只能一份嘛
夕军(wxid_18xodpzfqk9n22) ,2022/4/15 12:15,  要抢吗[Facepalm]
雁雁_Kim(kimyan330) ,2022/4/15 12:15,  不用 没有上限。但只有305 能买哦
雁雁_Kim(kimyan330) ,2022/4/15 12:15,  如果未解封，目前暂定是7-10后安排下一波水果团，大家按需求购买[Heart]
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/4/15 12:16,  好的
Zedd在的(wxid_wg41ckltfjwv41) ,2022/4/15 12:16,  不设上限 不用抢
Zedd在的(wxid_wg41ckltfjwv41) ,2022/4/15 12:17,  305弄的居民2点前下单都有库存 
夕军(wxid_18xodpzfqk9n22) ,2022/4/15 12:17,  不抢再好不过了，谢谢啦[Fight]
Zedd在的(wxid_wg41ckltfjwv41) ,2022/4/15 12:20,  谢谢两位美女团长[Grin]
Xingying(wxid_mx7kedbaclw221) ,2022/4/15 12:31,  [转发的网页]
友谊(wxid_46lwnapv592c22) ,2022/4/15 12:31,  [转发的网页]
Zedd在的(wxid_wg41ckltfjwv41) ,2022/4/15 12:32,  [转发的网页]
夕军(wxid_18xodpzfqk9n22) ,2022/4/15 12:35,  谢谢团长们买了[Fight]
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/4/15 12:35,  [转发的网页]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/15 12:47,[点击播放语音]
Zedd在的(wxid_wg41ckltfjwv41) ,2022/4/15 12:48,  收到 来了
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/4/15 12:49,  好的
wxid_hz0g6i0fg9h511 ,2022/4/15 12:49,  来了
政通路305弄1号楼组群 ,2022/4/15 12:50,"  ""友谊"" recalled a message"
余小瘦(wxid_v0fmm9lqsxi122) ,2022/4/15 12:50,  来了来了
薛雯婷(wxid_omhlkiks6h1w21) ,2022/4/15 12:51,  来了
夕军(wxid_18xodpzfqk9n22) ,2022/4/15 12:51,  收到
Xingying(wxid_mx7kedbaclw221) ,2022/4/15 12:52,  来了
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/4/15 13:24,  [转发的网页]
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/4/15 13:24,  @404 雁雁?姐，我们团了4份
雁雁_Kim(kimyan330) ,2022/4/15 13:27,  好的
雁雁_Kim(kimyan330) ,2022/4/15 13:27,  没事 1号楼最方便
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/15 13:50,images\[00175]2022-04-15 13-50-20
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/15 13:50,  @所有人?接上级通知原套餐因货源不足等原因现更换为以下套餐，每家需多收五元。[Facepalm][Facepalm]
203(wxid_5glc0nycq89h11) ,2022/4/15 13:52,  没有青菜了是吗？可以退吗？
夕军(wxid_18xodpzfqk9n22) ,2022/4/15 13:52,  我是看中青菜的呀
夕军(wxid_18xodpzfqk9n22) ,2022/4/15 13:52,  同问
友谊(wxid_46lwnapv592c22) ,2022/4/15 13:53,  同问
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/15 13:53,"  1号楼的居民:
  昨天50元的套餐，因货源不足，现更改为刚刚上传套餐。
  每套餐再加5元。"
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/15 13:58,  大家注意??，阳楼285-21号发起的团购，不能参加啊！
沈玉华502(wxid_4l2vbwjld1m212) ,2022/4/15 13:58,images\[00176]2022-04-15 13-58-57
雁雁_Kim(kimyan330) ,2022/4/15 13:59,  大家安全点。。买我们305自己的团购[Hurt]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/15 13:59,  对的
沈玉华502(wxid_4l2vbwjld1m212) ,2022/4/15 14:01,  外面的快递千万要注意了，叮咚的订单都取消了
夕军(wxid_18xodpzfqk9n22) ,2022/4/15 14:02,  @毛头?嗯嗯不去[Fight]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/15 14:03,"  你们提出的: 青菜没了，可以退吗？
  我在问: 居委会，还没回复我[Facepalm]"
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/15 14:04,  @陶陶?: 我们1号楼有的居民问: 昨天买的套餐里有青菜的，现在没了能退吗？
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/15 14:13,"  1号楼的居民:
  这次只能委屈一下了[Shrunken] 
  蔬菜马上要覆盖了[Fight][Rose]
  就请大家理解和谅解一下[Fight][Fight][Fight]
  对不起了[Facepalm][Facepalm][Facepalm]"
夕军(wxid_18xodpzfqk9n22) ,2022/4/15 14:16,  居委组织的还难到位，可见团购的年轻人容易吗
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/15 14:16,  是的
雯雯(wxid_95t9kf4tv1h522) ,2022/4/15 14:17,  能退吗
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/15 14:17,  昨天套餐的钱已经付上去了，退不了[Facepalm]
雯雯(wxid_95t9kf4tv1h522) ,2022/4/15 14:18,  拿加钱怎么加？
雯雯(wxid_95t9kf4tv1h522) ,2022/4/15 14:18,  那
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/15 14:19,  还是微信转吧
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/15 14:19,  要么套餐发的时候，你们再付5元[Fight]
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/4/15 14:20,  @雯雯?不行卖给我
雯雯(wxid_95t9kf4tv1h522) ,2022/4/15 14:20,  好的
夕军(wxid_18xodpzfqk9n22) ,2022/4/15 14:20,  @喧暮笙央?你还要吗？
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/4/15 14:20,  不要了@夕军?
雯雯(wxid_95t9kf4tv1h522) ,2022/4/15 14:20,  退一份给你
雯雯(wxid_95t9kf4tv1h522) ,2022/4/15 14:21,  @喧暮笙央?谢谢啦
wxid_hz0g6i0fg9h511 ,2022/4/15 14:21,  已转
政通路305弄1号楼组群 ,2022/4/15 14:21,"  ""夕军"" recalled a message"
夕军(wxid_18xodpzfqk9n22) ,2022/4/15 14:22,  还有人要吗
雁雁_Kim(kimyan330) ,2022/4/15 14:23,"   猪肉+鸡肉305弄团购 4/15 15:00点开团，17:00点截止
六和集团，美好/千喜鹤食品上海供保套餐。套餐包括 猪腿肉2斤，五花肉2斤，鸡翅根2斤，酥肉一包，午餐肉罐头1个。
价格 172元 （包括平台手续费）
预计送货 4月16日。
请大家按需求购买[Heart]不要过多囤货。"
雁雁_Kim(kimyan330) ,2022/4/15 14:23,  团肉了
雁雁_Kim(kimyan330) ,2022/4/15 14:23,images\[00177]2022-04-15 14-23-33
夕军(wxid_18xodpzfqk9n22) ,2022/4/15 14:23,  太好啦[Shake][Hug]
wxid_hz0g6i0fg9h511 ,2022/4/15 14:24,  有鸡翅
wxid_hz0g6i0fg9h511 ,2022/4/15 14:24,  [Hey]
雁雁_Kim(kimyan330) ,2022/4/15 14:24,images\[00178]2022-04-15 14-24-59
政通路305弄1号楼组群 ,2022/4/15 14:25,"  ""毛头"" recalled a message"
雁雁_Kim(kimyan330) ,2022/4/15 14:25,  大家有的吃了[Hurt]我也想买肉很久了。。终于找到资源了
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/15 14:25,  302室，10元收到了[Fight]
wxid_hz0g6i0fg9h511 ,2022/4/15 14:25,  
wxid_hz0g6i0fg9h511 ,2022/4/15 14:25,  ??
夕军(wxid_18xodpzfqk9n22) ,2022/4/15 14:26,  @404 雁雁?谢谢??
Xingying(wxid_mx7kedbaclw221) ,2022/4/15 14:27,  @毛头?603一 15  已付
Xingying(wxid_mx7kedbaclw221) ,2022/4/15 14:28,  @毛头?收到吗
锦绣(wxid_9j67lzrx9f3522) ,2022/4/15 14:28,  收到
锦绣(wxid_9j67lzrx9f3522) ,2022/4/15 14:28,  收到了603
Xingying(wxid_mx7kedbaclw221) ,2022/4/15 14:29,  
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/4/15 14:29,  @雯雯?多少钱我到时候给你
雯雯(wxid_95t9kf4tv1h522) ,2022/4/15 14:29,  1份55元
雯雯(wxid_95t9kf4tv1h522) ,2022/4/15 14:30,  不急的
夕军(wxid_18xodpzfqk9n22) ,2022/4/15 14:30,  @毛头?加你微信接受一下[Fight]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/15 14:31,  603室收到[Fight]
Xingying(wxid_mx7kedbaclw221) ,2022/4/15 14:34,  明白[Fight]
雁雁_Kim(kimyan330) ,2022/4/15 14:59,  [转发的网页]
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/4/15 15:01,  [转发的网页]
203(wxid_5glc0nycq89h11) ,2022/4/15 15:05,  @毛头?毛头大妈妈，我们楼里有没有不会用手机的，需要肉类套餐呀，可以麻烦你帮忙问问看吗？
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/15 15:06,  哦哦
203(wxid_5glc0nycq89h11) ,2022/4/15 15:08,  如果有的话，可以麻烦你代下单嘛[Rose]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/15 15:12,  可以
夕军(wxid_18xodpzfqk9n22) ,2022/4/15 15:30,  [转发的网页]
友谊(wxid_46lwnapv592c22) ,2022/4/15 15:46,  [转发的网页]
华华(wxid_zbk3k0ujszlp22) ,2022/4/15 17:55,  [转发的网页]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/15 19:43,[点击播放语音]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/15 19:43,[点击播放语音]
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/4/15 19:43,  
友谊(wxid_46lwnapv592c22) ,2022/4/15 19:43,  来了
雯雯(wxid_95t9kf4tv1h522) ,2022/4/15 19:44,  @喧暮笙央?谢谢啦！
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/15 19:45,[点击播放语音]
我 ,2022/4/15 19:48,  马上来了，前面一直在开会。不好意思
Xingying(wxid_mx7kedbaclw221) ,2022/4/15 19:51,  午餐肉340克，现收到198克，不相符
Xingying(wxid_mx7kedbaclw221) ,2022/4/15 19:51,images\[00179]2022-04-15 19-51-42
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/15 19:52,  [微信转账，金额：5.00元]
Xingying(wxid_mx7kedbaclw221) ,2022/4/15 19:53,images\[00180]2022-04-15 19-53-35
203(wxid_5glc0nycq89h11) ,2022/4/15 19:54,  我们也是198g
Xingying(wxid_mx7kedbaclw221) ,2022/4/15 19:58,  @陶陶?: 能解释一下原因吗？
友谊(wxid_46lwnapv592c22) ,2022/4/15 20:04,  我们也是198g
夕军(wxid_18xodpzfqk9n22) ,2022/4/15 20:28,  差142g，总共帮居民办一次团购就缺斤少量不在理吧[Facepalm]
友谊(wxid_46lwnapv592c22) ,2022/4/15 20:33,  @陶陶?: 能解释一下原因吗？
陶陶(wxid_993wmwpzf2bd11) ,2022/4/15 20:44,images\[00181]2022-04-15 20-44-37
陶陶(wxid_993wmwpzf2bd11) ,2022/4/15 20:44,images\[00182]2022-04-15 20-44-37
夕军(wxid_18xodpzfqk9n22) ,2022/4/15 20:48,  你们手里的单子和公布的单子有出入
友谊(wxid_46lwnapv592c22) ,2022/4/15 20:50,  为什么会出现不一样？
陶陶(wxid_993wmwpzf2bd11) ,2022/4/15 20:51,[点击播放语音]
雯雯(wxid_95t9kf4tv1h522) ,2022/4/15 20:53,[点击播放语音]
陶陶(wxid_993wmwpzf2bd11) ,2022/4/15 20:58,[点击播放语音]
雯雯(wxid_95t9kf4tv1h522) ,2022/4/15 20:59,[点击播放语音]
雯雯(wxid_95t9kf4tv1h522) ,2022/4/15 21:01,[点击播放语音]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/15 21:03,[点击播放语音]
夕军(wxid_18xodpzfqk9n22) ,2022/4/15 21:04,  你刚刚已经作了解释大家都清楚了，就是居委单子和公布出来的不一样，你也不知道，谁知道，只有老天知道，居委干部本身就是百姓的父母官，难道你们出差错了连个问清楚的权利都没有吗？问的目的不是要你吃进去，再穷这点钱也付得起的，早知道有蔬菜包是应该谢谢你们的，你们的辛苦大家有目共睹的，所以遇事不管再苦再累也应该和百姓解释，解释清了会理解的
雯雯(wxid_95t9kf4tv1h522) ,2022/4/15 21:04,[点击播放语音]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/15 21:08,[点击播放语音]
夕军(wxid_18xodpzfqk9n22) ,2022/4/15 21:10,  我们应该是相亲相爱的好邻居[Rose][Rose][Rose]
雯雯(wxid_95t9kf4tv1h522) ,2022/4/15 21:13,  
夕军(wxid_18xodpzfqk9n22) ,2022/4/15 21:15,  [Fight]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/15 21:15,  
夕军(wxid_18xodpzfqk9n22) ,2022/4/15 21:18,  
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/15 21:42,  @所有人：明天上午7点，街道爱卫会、第三方、物业公司将集中对小区环境、楼宇进行预防性消杀，请各居委会积极配合，把小喇叭放起来，关好门窗开展消杀作业。请周知。另外，街道配备了小喷壶，请居委会发动志愿者、物业门卫对本楼组、小区快递进行预防性消杀。喷壶不足可到街道保障组来领取。
夕军(wxid_18xodpzfqk9n22) ,2022/4/15 21:44,  
英姿(wxid_azz5pbps4v3b22) ,2022/4/15 21:44,  
陶陶(wxid_993wmwpzf2bd11) ,2022/4/15 22:08,  @所有人?明天上午7点，街道爱卫会、第三方、物业公司将集中对小区环境、楼宇进行预防性消杀，请居民关好门窗开展消杀作业。
沈玉华502(wxid_4l2vbwjld1m212) ,2022/4/15 22:09,  知道了
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/15 22:09,  收到
Xingying(wxid_mx7kedbaclw221) ,2022/4/15 23:00,  [转发的网页]
周燕(wxid_6tseuu2cvcg622) ,2022/4/16 7:32,  收到
陶陶(wxid_993wmwpzf2bd11) ,2022/4/16 7:51,  @所有人?今天下午两点半全员核酸。
友谊(wxid_46lwnapv592c22) ,2022/4/16 7:52,  收到
周燕(wxid_6tseuu2cvcg622) ,2022/4/16 7:52,  收到
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/16 7:55,  收到
夕军(wxid_18xodpzfqk9n22) ,2022/4/16 9:07,  收到
沈玉华502(wxid_4l2vbwjld1m212) ,2022/4/16 10:50,  收到
Zedd在的(wxid_wg41ckltfjwv41) ,2022/4/16 11:08,  收到
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/16 12:12,images\[00183]2022-04-16 12-12-48
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/16 12:14,"  1号楼的居民: 
  这是居委会刚刚发的，请大家注意一下。"
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/16 12:38,  @所有人?补充一下：305-5、305-6也属于核酸异常。
夕军(wxid_18xodpzfqk9n22) ,2022/4/16 12:42,  @毛头?好的，这两个楼口在我们楼的西面还是后面啊
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/16 12:44,  六号在后面，五号离我们远一点。
wxid_hz0g6i0fg9h511 ,2022/4/16 12:44,images\[00184]2022-04-16 12-44-46
沈玉华502(wxid_4l2vbwjld1m212) ,2022/4/16 12:45,  [ThumbsUp][ThumbsUp][ThumbsUp]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/16 12:46,  谢谢涛涛[ThumbsUp]
wxid_hz0g6i0fg9h511 ,2022/4/16 12:46,  应该的
102阿姨(wxid_68ejyv9j3i1g22) ,2022/4/16 12:47,  这样做是情义[ThumbsUp]
夕军(wxid_18xodpzfqk9n22) ,2022/4/16 12:49,  哦明白了防重点在那里是件好事，谢谢@毛头?居委的提醒[Fight]
