编号,持续时间,数量,内容
1,2022/4/17 22:59-2022/4/17 22:59,1,"  ""毛头"" recalled a message"
1,2022/4/18 4:04-2022/4/18 4:05,2,  如果有没睡觉的，或者醒了的，现在每日优鲜可以买贝壳类小海鲜～有需要的赶紧下手 images\[00194]2022-04-18 04-05-31
1,2022/4/18 7:51-2022/4/18 7:51,1,  [转发的网页]
1,2022/4/18 8:43-2022/4/18 8:52,5,   邻居们，多抢了几份肉，有没有需要的原价转出。   You recalled a message. images\[00195]2022-04-18 08-45-37   我要肥牛卷   [Grin]
1,2022/4/18 9:16-2022/4/18 9:16,1,[点击播放语音]
1,2022/4/18 10:18-2022/4/18 10:34,13,  各位楼组长，今天下午305、285做核酸，具体时间根据医生情况待定。   好的   收到   收到   收到   [OK]   收到   收到   收到   谢谢大家配合[Shake]   收到   [Rose]   收到。
1,2022/4/18 10:46-2022/4/18 10:54,4,  [Hug]   收到   [Hug]   [Hug]
1,2022/4/18 11:38-2022/4/18 11:52,13,  @毛头?是有东西到吗？   503 504 602 603   下楼拿水果   好的   来了   团购的   你们买的水果到了 [点击播放语音] [点击播放语音] [点击播放语音] images\[00196]2022-04-18 11-51-38      
1,2022/4/18 12:08-2022/4/18 12:15,11,[点击播放语音] [点击播放语音]   好的 [点击播放语音] images\[00197]2022-04-18 12-10-13   来了   来了   602给你带上去了   谢谢二位团长[Fight]   @404 雁雁?收到   毛头下午做核酸几点等通知，您告诉3O1室，因我下午上网课，您告诉可以准备。謝謝您!
1,2022/4/18 12:30-2022/4/18 12:39,3,  收到 [点击播放语音]   谢谢您，等通知。
1,2022/4/18 13:17-2022/4/18 13:27,5,  亲们：下楼做核酸，一定要注意与人保持间距，等医生消完毒，再走过去，拆出棉签再脱口罩，切记切记不要碰椅子台子。   收到谢谢??   谢谢爷叔[ThumbsUp][ThumbsUp][ThumbsUp]   谢谢魏老师[Worship]   亲们还有一点做完核酸后回来一定要用嗽口液嗽口或盐水都可以[Rose][Rose][Rose]
1,2022/4/18 13:40-2022/4/18 13:44,3,[点击播放语音]   来了   来了
1,2022/4/18 14:14-2022/4/18 14:14,1,"  ??今日派送预告??

4月15日团购水果（100元）
4月16日团购蔬菜（46元）
4月16日团购番茄（26元）
4月16日团购面包（59元）

因今天下午要进行核酸检查??派送进度可能较慢，请各位居民耐心等待，按门铃后带好口罩下楼取货，保持手机畅通??

如有任何售后问题，请于12小时内反馈??"
1,2022/4/18 14:58-2022/4/18 15:04,9,  1号楼下来拿面包   503 603下来拿面包   知道啦   稍等 我和我老公都在开会   我下来拿   @404 雁雁?你的面包到我家来拿 我要回去看货了   来了   门口就剩一包面包了噢 是503的 大家不要拿错   嗯，我拿走了
1,2022/4/18 17:47-2022/4/18 17:57,5,"images\[00198]2022-04-18 17-47-40   ""夕军"" recalled a message   知道了[Fight]   谢谢楼组长   应该的[Shake]"
1,2022/4/18 19:30-2022/4/18 19:30,1,  牛奶什么时候到@203?
1,2022/4/18 19:59-2022/4/18 19:59,1,  20号
1,2022/4/18 21:21-2022/4/18 21:33,4,"  ??团购预告??
团购时间：4月19日11:00-12:00
团购内容：静安面包房面包套餐
团购费用：59元
配送时间：预计4月20-21日
团购份数：共80份
??注意：面包类大约3天进行一次团购，大家按需理性购买～   [转发的网页]   谢谢美女团长[Rose][Shake]   [Rose]"
1,2022/4/18 23:20-2022/4/18 23:20,1,  
1,2022/4/19 1:20-2022/4/19 1:20,2,"  ??团购预告??
团购时间：4月19日13:00-15:00
团购内容：味全酸奶100g*16罐（保质期25天）
团购金额：28.5元
起送份数：60份（不满60份自动退）
配送日期：预计4月22日
??注意：酸奶类大约7-10天进行一次团购，大家按需理性购买～   [转发的网页]"
1,2022/4/19 6:28-2022/4/19 6:33,6,  街坊们，泡面买多抢了一箱……今天美团下单的 有需要的话可以联系我…  images\[00199]2022-04-19 06-29-07 images\[00200]2022-04-19 06-30-18   鱼多了给我   [转发的网页]   好的，谢谢
1,2022/4/19 10:19-2022/4/19 10:21,3,  [转发的网页]   大家好，麻烦大家参与投票，关于未来一周大家希望团购的产品   收到[Fight]
1,2022/4/19 10:33-2022/4/19 10:38,3,  核酸出来了   团长: 投票了[Shake]   投好了
1,2022/4/19 10:49-2022/4/19 10:49,1,"  
投好了"
1,2022/4/19 11:10-2022/4/19 11:10,1,images\[00201]2022-04-19 11-10-29
1,2022/4/19 11:43-2022/4/19 12:10,21,"images\[00202]2022-04-19 11-43-07 images\[00203]2022-04-19 11-44-25 images\[00204]2022-04-19 11-44-57 images\[00205]2022-04-19 11-48-34 images\[00206]2022-04-19 11-52-42 images\[00207]2022-04-19 11-53-34 images\[00208]2022-04-19 11-54-28 [点击播放语音]   收到 images\[00209]2022-04-19 11-55-48 images\[00210]2022-04-19 11-58-36   401 images\[00211]2022-04-19 11-58-51   收到 images\[00212]2022-04-19 12-01-02 images\[00213]2022-04-19 12-03-46   ""毛头"" recalled a message [点击播放语音] images\[00214]2022-04-19 12-09-25   602   收到"
1,2022/4/19 12:27-2022/4/19 12:47,13,images\[00215]2022-04-19 12-27-20   收到   面包还有几份没卖掉～还有人需要吗？   [转发的网页] images\[00216]2022-04-19 12-38-03   收到    团购的牛奶到了   好的，现在可以下来拿了吗？   下楼   来了   来了   603 images\[00217]2022-04-19 12-47-03
1,2022/4/19 13:10-2022/4/19 13:13,7,  [转发的网页]   酸奶现在在团购哦～有需要可以买   [转发的网页]   [转发的网页]   [转发的网页]   酸奶买好了开心   [转发的网页]
1,2022/4/19 13:31-2022/4/19 13:31,1,images\[00218]2022-04-19 13-31-05
1,2022/4/19 15:20-2022/4/19 15:20,2,images\[00219]2022-04-19 15-20-02   美团昨一百多只羊被一网打尽
1,2022/4/19 15:35-2022/4/19 15:35,1,  我昨天在门口让团购配送员和外卖小哥现场做抗原，是真的有美团小哥不肯做，然后走掉的…
1,2022/4/19 15:47-2022/4/19 15:47,1,  所以尽量少叫外卖
1,2022/4/19 16:22-2022/4/19 16:23,2,  [转发的网页]   5点开始团防疫消杀套餐，有需要可以看一下～
1,2022/4/19 17:00-2022/4/19 17:00,1,  5点开团拉
1,2022/4/19 18:13-2022/4/19 18:29,10,"  各位邻居，有没有多的手机充电线::充电线坏了丶 images\[00220]2022-04-19 18-14-05   网上买要30号才能送到   [转发的网页] images\[00221]2022-04-19 18-19-55   是大扁头一种 images\[00222]2022-04-19 18-22-02   @602?真的感谢你:解决燃眉之急＇感恩[Fight][Fight][Fight]   ""友谊"" recalled a message   己经充上电了[Fight]"
1,2022/4/19 18:53-2022/4/19 18:54,2,"  ??团购预告??
团购时间：4月19日19:30-21:30
团购内容：艺杏豆制品套餐
团购费用：60元
起送份数：100份
配送时间：预计4月21-22日
??注意：豆制品类大约10天进行一次团购，大家按需理性购买～   [转发的网页]"
1,2022/4/19 19:32-2022/4/19 19:44,8,  [转发的网页]   [转发的网页]   [转发的网页]   [转发的网页]   [转发的网页]   哪位邻居买了分我一包干丝或者小油豆腐好伐[Grin]买一整个套餐太多了   可以[Grin]   我也可以给你的，也吃不了这么多
1,2022/4/19 22:18-2022/4/19 22:18,1,  豆制品100份成团，目前还差11份成团，因为单份的量比较多，下一次团购预计要10天后啦，有需要的居民可以快点下单咯～
1,2022/4/20 3:29-2022/4/20 3:30,2,"  [转发的网页]   ??团购预告??

团购商品1??
想念面粉5kg，多谷物面粉/特一小麦粉，随机发货，价格相同，无法指定，介意勿拍，每份46元

团购商品2??
想念家庭实惠装挂面，麦胚挂面900g、无盐挂面900g、刀削面1kg、把装经典挂面1kg、把装杂粮挂面1kg、全麦挂面800g，每份5包，随机发货，无法指定，介意勿拍，每份61元

团购时间：4月20日10:00-14:00
起送份数：35份（未满35份自动退款）
配送时间：预计4月23日

??注意：面粉、挂面类保质期较长，因此暂不考虑进行第二次团购，请各位居民按需购买，理性囤货～"
1,2022/4/20 9:20-2022/4/20 9:29,4,  各位楼组长，今天下午1点钟，305、285做核酸，具体情况根据医生情况待定。 [点击播放语音]   收到   收到
1,2022/4/20 9:55-2022/4/20 9:55,1,  収到
1,2022/4/20 10:16-2022/4/20 10:16,1,  
1,2022/4/20 10:29-2022/4/20 10:47,6,"  收到   上海4.19社会面阳性550人，分区统计：
浦东54+174=228
黄浦35+83=118
徐汇16+21=37
长宁15+7=22
静安21+4=25
普陀7+1=8（接近清零）
虹口30+6=36
杨浦1+2=3（接近清零）
闵行6+10=16
宝山9+4=13
嘉定6+3=9（接近清零）
松江1+1=2（接近清零）
青浦12+15=27
崇明3+3=6（接近清零）
奉贤0+0（清零）
金山0+0（清零）

注：“野生”感染者下降至个位数，接近社会面清零 images\[00223]2022-04-20 10-37-42   601阿姨的自测，身体不好，下午核酸不做了   收到   [转发的网页]"
1,2022/4/20 13:16-2022/4/20 13:18,4,[点击播放语音]   来了   来了   来了
1,2022/4/20 19:29-2022/4/20 19:29,1,images\[00224]2022-04-20 19-29-11
1,2022/4/21 5:27-2022/4/21 5:27,1,  [转发的网页]
1,2022/4/21 8:58-2022/4/21 8:58,1,  [转发的网页]
1,2022/4/21 9:45-2022/4/21 9:48,2,  [转发的网页]   [转发的网页]
1,2022/4/21 14:54-2022/4/21 14:55,3,"  ??派送通知??
现在正在派送想念牌面粉以及挂面，份量较重，请各位居民听到门铃尽快下楼，保持手机通畅～
1??面粉每袋2.5kg，每份2包，每份赠送1包酵母。
2??挂面每份4卷挂面加1袋刀削面。 [点击播放语音]   好的"
1,2022/4/21 16:06-2022/4/21 16:10,4,  之前团购的水果里面的菠萝已经很熟很熟了，大家尽快吃噢[Grin]   好的，谢谢[Fight]   谢谢提醒[Fight]   现在就去切
1,2022/4/21 17:52-2022/4/21 18:00,6,  准备团购一波粽子，大家一起看看更希望团购哪一个～   [转发的网页]   可以直接在上面这个小程序里面投票   投好了   现在蛋黄猪肉粽大票型领先[Grin]   随便的
1,2022/4/21 19:20-2022/4/21 19:20,3,"  [转发的网页]   
??团购预告??
团购时间：4月21日19:30-22:00
团购内容：诸老大蛋黄黑猪肉粽10只
团购金额：90元
起送份数：50份（不满50份自动退）
配送日期：预计4月23-24日

??注意：粽子为塑封包装，可常温下储存，保质期9个月，有条件更建议放冰箱～后续暂时没有第二次种子团购的计划，大家按需理性购买～   ""203"" recalled a message"
1,2022/4/21 19:31-2022/4/21 19:55,8,  买好了 [Tongue]   [转发的网页]   这个粽子 盒马同款～ images\[00225]2022-04-21 19-39-54   嗲额[ThumbsUp]   买好了 images\[00226]2022-04-21 19-54-34   [转发的网页]
1,2022/4/21 21:30-2022/4/21 21:30,1,  [转发的网页]
1,2022/4/22 5:35-2022/4/22 5:35,1,  [转发的网页]
1,2022/4/22 11:14-2022/4/22 11:31,21,images\[00227]2022-04-22 11-14-40 [点击播放语音]   收到 images\[00228]2022-04-22 11-18-10 images\[00229]2022-04-22 11-18-21 images\[00230]2022-04-22 11-18-47 images\[00231]2022-04-22 11-19-24 images\[00232]2022-04-22 11-20-41 images\[00233]2022-04-22 11-20-50   401  室 [点击播放语音]   @毛头?好的   401知道了   好的   @毛头?一会直接给他带上来   你给我们的人就好了 images\[00234]2022-04-22 11-26-32   谢谢401[Fight] [点击播放语音]   602已帮我们拿上来了   知道了
1,2022/4/22 11:43-2022/4/22 12:43,25,  304领好啦   刚才下去拿了 images\[00235]2022-04-22 11-44-08 images\[00236]2022-04-22 11-48-08 images\[00237]2022-04-22 11-49-38   发错了，上面一个是之前的 images\[00238]2022-04-22 11-53-29   收到 images\[00239]2022-04-22 12-03-21 images\[00240]2022-04-22 12-03-26 images\[00241]2022-04-22 12-03-56   收到   @所有人?下午1点多爱卫办派10个人过来做全面消杀，包括室外环境和所有楼道   收到   收到   好的   好的    images\[00242]2022-04-22 12-24-45   收到 images\[00243]2022-04-22 12-34-41 images\[00244]2022-04-22 12-35-13   601   收到 images\[00245]2022-04-22 12-43-35
1,2022/4/22 14:11-2022/4/22 14:11,1,  [转发的网页]
1,2022/4/22 16:39-2022/4/22 16:45,6,  那位好邻居借给我的充电线＇快递送到了＇ images\[00246]2022-04-22 16-39-53   提供一下＇谢谢了   @友谊???是我   噢哟＇找了二次谢谢503非常感谢   不客气[Smile]
1,2022/4/22 19:35-2022/4/22 19:35,2,"  [转发的网页]   ??团购预告??
团购时间：4月22日19:45-22:00
团购内容：鸡蛋30个/板
团购金额：30.3元
起送份数：120份（不满120份自动退）
配送日期：预计4月23-24日

??注意：鸡蛋类大约15天进行一次团购，大家按需理性购买～"
1,2022/4/22 19:46-2022/4/22 19:50,5,  [转发的网页]   [转发的网页]   [转发的网页]   [转发的网页]   [转发的网页]
1,2022/4/22 20:18-2022/4/22 20:18,1,  [转发的网页]
1,2022/4/22 22:08-2022/4/22 22:33,32,  大家还有没有缺鸡蛋的呀～鸡蛋按箱卖的，现在还差7单[Concerned]   [转发的网页]      还缺几单?   要么我再买一单   哈哈哈，铁粉   那我也再来一单吧   还差3单[Concerned]   我也买了，还差吗   [Chuckle][Chuckle][Chuckle]   [转发的网页]   [转发的网页]   成功了没?   成功了[Grin]   谢谢大家      成功了，小鹿说我们楼大妈妈们好给力啊[Chuckle]   防新冠 最重要就是补充蛋白质，保持身体健康，大家多吃点鸡蛋[Grin]         应该的，你们也是为大家   对的[ThumbsUp]   感觉每次我们楼都买最多[Lol]   都是忠粉   不差钱[Facepalm]   [Chuckle]   今天酸奶就是的   整个305弄，我们买最多   疫情期间，多吃点[ThumbsUp]   最主要是团长是我们1号的，我们都应该支持她   对对对   [Grin][Grin][Grin]
