School_code,AgeID,School_name,Street,Town_suburb,Postcode,Phone,School_Email,Website,Fax,latest_year_enrolment_FTE,Indigenous_pct,LBOTE_pct,ICSEA_value,Level_of_schooling,Selective_school,Opportunity_class,School_specialty_type,School_subtype,Support_classes,Preschool_ind,Distance_education,Intensive_english_centre,School_gender,Late_opening_school,Date_1st_teacher,LGA,electorate_from_2023,electorate_2015_2022,Fed_electorate,Operational_directorate,Principal_network,Operational_directorate_office,Operational_directorate_office_phone,Operational_directorate_office_address,FACS_district,Local_health_district,AECG_region,ASGS_remoteness,Latitude,Longitude,Assets unit,SA4,Date_extracted
1124,48574,Bankstown North Public School,322 Hume Hwy,Bankstown ,2200,9709 5506,bankstownn-p.school@det.nsw.edu.au,https://bankstownn-p.schools.nsw.gov.au,9790 0945,324.0,np,91.0,1011,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1868-01-01,Canterbury-Bankstown (A),Bankstown,Bankstown,Blaxland,Metropolitan South,Chullora,St Peters,9582 5800,"Church St, St Peters 2044",South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.904888,151.038043,South Western Sydney,Sydney - Inner South West,2023-08-22
1129,49515,Banora Point Public School,Pioneer Pde,Banora Point ,2486,07 5524 1444,banorapt-p.school@det.nsw.edu.au,https://banorapt-p.schools.nsw.gov.au,07 5524 9287,506.0,12.0,7.0,998,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1893-07-01,Tweed (A),Tweed,Tweed,Richmond,Rural North,Tweed Coast,Murwillumbah,6670 2300,"Level 2, 12 King St, Murwillumbah 2484",Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Major Cities of Australia,-28.222422,153.543702,North Coast,Richmond - Tweed,2023-08-22
1130,46402,Baradine Central School,42 Narren St,Baradine,2396,6843 1805,baradine-c.school@det.nsw.edu.au,https://baradine-c.schools.nsw.gov.au,6843 1751,119.0,55.0,0.0,797,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,,N,N,N,Coed,Y,1876-01-01,Warrumbungle Shire (A),Barwon,Barwon,Parkes,Rural North,Western Plains,Tamworth,6755 5000,"Level 3, Noel Park House, 155-157 Marius St, Tamworth 2340","Murrumbidgee, Far West & Western NSW",Western NSW,North Western 1,Remote Australia,-30.950736,149.070198,North Western NSW,Far West and Orana,2023-08-22
1131,50521,Barellan Central School,Boree St,Barellan,2665,6963 9202,barellan-c.school@det.nsw.edu.au,https://barellan-c.schools.nsw.gov.au,6963 9302,82.0,17.0,np,936,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,,N,N,N,Coed,N,1911-08-01,Narrandera (A),Cootamundra,Cootamundra,Farrer,Rural South and West,West Wyalong,Griffith,02 6961 8100,"Government Offices, 104-110 Banna Ave, Griffith 2680","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Outer Regional Australia,-34.287799,146.571928,Southern NSW,Riverina,2023-08-22
1134,50234,Bargo Public School,Southern Rd,Bargo ,2574,4684 1396,bargo-p.school@det.nsw.edu.au,https://bargo-p.schools.nsw.gov.au,02 4684 3781,244.0,13.0,8.0,947,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1869-05-01,Wollondilly (A),Wollondilly,Wollondilly,Hume,Regional South,Wollondilly,Wollongong,4247 1007,"Block H, Level 2, 84 Crown Street, Wollongong 2500",South Western Sydney,South Western Sydney,Dharawal,Inner Regional Australia,-34.292889,150.58274,South Western Sydney,Sydney - Outer South West,2023-08-22
1135,50672,Barham Public School,Wakool St,Barham,2732,03 5453 2133,barham-p.school@det.nsw.edu.au,https://barham-p.schools.nsw.gov.au,03 5453 2972,136.0,4.0,5.0,970,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,Y,1901-10-01,Murray River (A),Murray,Murray,Farrer,Rural South and West,Deniliquin,Deniliquin,03 5898 3700,"Harfleur St, Deniliquin 2710","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 2,Outer Regional Australia,-35.626915,144.127977,Southern NSW,Murray,2023-08-22
1136,49751,Barkers Vale Public School,4501 Kyogle Rd,Wadeville ,2474,6689 7202,barkersval-p.school@det.nsw.edu.au,https://barkersval-p.schools.nsw.gov.au,6689 7469,32.0,np,22.0,933,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1933-05-01,Kyogle (A),Lismore,Lismore,Page,Rural North,Richmond,Goonellabah,6623 5900,"610 Ballina Rd, Goonellabah 2480",Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Inner Regional Australia,-28.54902,153.14927,North Coast,Richmond - Tweed,2023-08-22
1137,50527,Barmedman Public School,Robertson St,Barmedman ,2668,6976 2128,barmedman-p.school@det.nsw.edu.au,https://barmedman-p.schools.nsw.gov.au,6976 2006,11.0,np,0.0,781,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1883-04-01,Bland (A),Cootamundra,Cootamundra,Riverina,Rural South and West,West Wyalong,Griffith,02 6961 8100,"Government Offices, 104-110 Banna Ave, Griffith 2680","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Outer Regional Australia,-34.148277,147.385078,Southern NSW,Central West,2023-08-22
1138,49127,Barnsley Public School,Cliffbrook St,Barnsley ,2278,4953 2976,barnsley-p.school@det.nsw.edu.au,https://barnsley-p.schools.nsw.gov.au,4953 3094,295.0,13.0,3.0,948,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1865-12-01,Lake Macquarie (C),Cessnock,Cessnock,Hunter,Regional North,Lake Macquarie North,Gateshead West,4088 3518,"40-44 Coral Cr, Gateshead West 2290",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.933094,151.594552,Hunter/Central Coast,Newcastle and Lake Macquarie,2023-08-22
1139,50460,Barooga Public School,Hughes St,Barooga ,3644,03 5873 4242,barooga-p.school@det.nsw.edu.au,https://barooga-p.schools.nsw.gov.au,03 5873 4700,83.0,np,np,984,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1896-01-01,Berrigan (A),Murray,Murray,Farrer,Rural South and West,Hume,Albury,02 6051 4300,"521 Macauley St, Albury 2640","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 2,Inner Regional Australia,-35.912963,145.695985,Southern NSW,Murray,2023-08-22
1140,49371,Barraba Central School,29 Gotha Street,BARRABA,2347,6782 1104,barraba-c.school@det.nsw.edu.au,https://barraba-c.schools.nsw.gov.au,6782 1231,163.8,29.0,np,888,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,,N,N,N,Coed,N,1861-10-01,Tamworth Regional (A),Tamworth,Tamworth,New England,Rural North,Namoi,Moree,6757 3000,"66-68 Frome St, Moree 2400",Hunter New England & Central Coast,Hunter New England,North Western 2,Outer Regional Australia,-30.38239,150.599478,North Western NSW,New England and North West,2023-08-22
1143,49523,Barrington Public School,1 Kenmore St,Barrington ,2422,6558 4258,barrington-p.school@det.nsw.edu.au,https://barrington-p.schools.nsw.gov.au,6558 4216,48.0,17.0,0.0,978,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1864-05-01,Mid-Coast (A),Upper Hunter,Upper Hunter,Lyne,Regional North and West,Great Lakes,Forster,6591 7600,"Middle St, Forster 2428",Hunter New England & Central Coast,Hunter New England,Manning,Outer Regional Australia,-31.971159,151.911058,North Coast,Mid North Coast,2023-08-22
1146,49683,Baryulgil Public School,7135 Clarence Way,Baryulgil ,2460,6647 2124,baryulgil-p.school@det.nsw.edu.au,https://baryulgil-p.schools.nsw.gov.au,6647 2151,9.0,100.0,np,595,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1917-11-01,Clarence Valley (A),Clarence,Clarence,Page,Rural North,Grafton,Grafton,6641 5000,"97 Mary St, Grafton 2460",Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Outer Regional Australia,-29.2235,152.605615,North Coast,Coffs Harbour - Grafton,2023-08-22
1148,48571,Bass Hill Public School,611 Hume Hwy,Bass Hill ,2197,9644 3431,basshill-p.school@det.nsw.edu.au,https://basshill-p.schools.nsw.gov.au,9644 5271,364.0,np,83.0,931,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,N,1923-03-01,Canterbury-Bankstown (A),East Hills,Bankstown,Blaxland,Metropolitan South and West,Chipping Norton,Riverwood,9408 8900,"Union St, Riverwood 2210",South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.905902,151.005779,South Western Sydney,Sydney - Inner South West,2023-08-22
1149,50056,Batemans Bay Public School,Mundarra Way,Surfside,2536,4472 4059,batemansba-p.school@det.nsw.edu.au,https://batemansba-p.schools.nsw.gov.au,4472 8457,524.0,28.0,6.0,905,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,N,1869-07-01,Eurobodalla (A),Bega,Bega,Gilmore,Regional South,Batemans Bay,Batemans Bay,02 4475 3300,"15A Citi Centre, Orient St, Batemans Bay",Illawarra Shoalhaven & Southern NSW,Southern NSW,Lower South Coast,Inner Regional Australia,-35.700051,150.188373,Southern NSW,Capital Region,2023-08-22
1150,50975,Bathurst Public School,George St,Bathurst ,2795,6331 3923,bathurst-p.school@det.nsw.edu.au,https://bathurst-p.schools.nsw.gov.au,6332 2305,477.0,12.0,14.0,999,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1853-02-01,Bathurst Regional (A),Bathurst,Bathurst,Calare,Regional North and West,Bathurst,Bathurst,02 6334 8200,"Cnr George and Rocket St, Bathurst 2795","Murrumbidgee, Far West & Western NSW",Western NSW,Western 1,Inner Regional Australia,-33.420942,149.570615,North Western NSW,Central West,2023-08-22
1152,46415,Batlow Technology School,Pioneer St,Batlow ,2730,6949 1208,batlow-c.school@det.nsw.edu.au,https://batlow-c.schools.nsw.gov.au,6949 1666,121.0,9.0,np,906,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,,N,N,N,Coed,N,1868-01-01,Snowy Valleys (A),Wagga Wagga,Wagga Wagga,Eden-Monaro,Rural South and West,Gundagai,Wagga Wagga,02 6937 3800,"Level 4, 76 Morgan St, Wagga Wagga 2650","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Outer Regional Australia,-35.523007,148.146548,Southern NSW,Riverina,2023-08-22
1164,51098,Bedgerabong Public School,7 Golding Avenue,BEDGERABONG,2871,6857 1185,bedgerebon-p.school@det.nsw.edu.au,https://bedgerebon-p.schools.nsw.gov.au,6857 1118,41.0,np,14.0,979,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1876-01-01,Forbes (A),Orange,Orange,Riverina,Rural South and West,West Wyalong,Griffith,02 6961 8100,"Government Offices, 104-110 Banna Ave, Griffith 2680","Murrumbidgee, Far West & Western NSW",Western NSW,Western 1,Outer Regional Australia,-33.361353,147.679318,North Western NSW,Central West,2023-08-22
1165,49643,Beechwood Public School,614 Beechwood Road,Wauchope ,2446,6585 6136,beechwood-p.school@det.nsw.edu.au,https://beechwood-p.schools.nsw.gov.au,6585 6000,178.0,12.0,np,963,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1869-08-01,Port Macquarie-Hastings (A),Oxley,Oxley,Lyne,Regional North and West,Macleay Valley,Port Macquarie,6586 6900,"Findlay Ave, Port Macquarie 2444",Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Inner Regional Australia,-31.435535,152.68094,North Coast,Mid North Coast,2023-08-22
1166,47758,Beecroft Public School,98 Beecroft Rd,Beecroft ,2119,9484 8844,beecroft-p.school@det.nsw.edu.au,https://beecroft-p.schools.nsw.gov.au,9484 8200,872.0,np,71.0,1181,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1897-04-01,Hornsby (A),Epping,Epping,Berowra,Metropolitan North,Hornsby,MacPark,9886 7000,"Level 2, 75 Talavera Rd, Macquarie Park 2113","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.752085,151.06462,Northern Sydney,Sydney - Ryde,2023-08-22
1167,50539,Beelbangera Public School,Rankins Springs Rd,Beelbangera ,2680,6963 5368,beelbanger-p.school@det.nsw.edu.au,https://beelbanger-p.schools.nsw.gov.au,6963 5506,162.0,4.0,29.0,1001,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1922-05-01,Griffith (C),Murray,Murray,Farrer,Rural South and West,Griffith,Griffith,02 6961 8100,"Government Offices, 104-110 Banna Ave, Griffith 2680","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Outer Regional Australia,-34.252836,146.101067,Southern NSW,Riverina,2023-08-22
1168,69739,Bega Valley Public School,27 Auckland St,Bega ,2550,6492 1280,bega-p.school@det.nsw.edu.au,https://bega-p.schools.nsw.gov.au,6492 3965,305.0,21.0,7.0,914,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1860-01-01,Bega Valley (A),Bega,Bega,Eden-Monaro,Regional South,Batemans Bay,Batemans Bay,02 4475 3300,"15A Citi Centre, Orient St, Batemans Bay",Illawarra Shoalhaven & Southern NSW,Southern NSW,Lower South Coast,Outer Regional Australia,-36.670545,149.839095,Southern NSW,Capital Region,2023-08-22
1175,49496,Bellata Public School,Gurley St,Bellata ,2397,6793 7514,bellata-p.school@det.nsw.edu.au,https://bellata-p.schools.nsw.gov.au,6793 7462,15.0,40.0,np,913,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,Y,1899-03-01,Narrabri (A),Barwon,Barwon,Parkes,Rural North,Barwon,Moree,6757 3000,"66-68 Frome St, Moree 2400",Hunter New England & Central Coast,Hunter New England,North Western 1,Outer Regional Australia,-29.918659,149.796216,North Western NSW,New England and North West,2023-08-22
1177,49208,Bellbird Public School,Doyle Street,BELLBIRD,2325,4990 2331,bellbird-p.school@det.nsw.edu.au,https://bellbird-p.schools.nsw.gov.au,4991 1973,267.0,23.0,np,919,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1913-10-01,Cessnock (C),Cessnock,Cessnock,Hunter,Regional North,Cessnock,Maitland,4931 3500,"Level 1, 2 Caroline Pl, Maitland 2320",Hunter New England & Central Coast,Hunter New England,Hunter,Inner Regional Australia,-32.859421,151.316705,Hunter/Central Coast,Hunter Valley exc Newcastle,2023-08-22
1178,49608,Bellbrook Public School,Main St,Bellbrook,2440,6567 2049,bellbrook-p.school@det.nsw.edu.au,https://bellbrook-p.schools.nsw.gov.au,6567 2113,29.0,69.0,np,791,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1883-02-01,Kempsey (A),Oxley,Oxley,Cowper,Regional North and West,Macleay Valley,Port Macquarie,6586 6900,"Findlay Ave, Port Macquarie 2444",Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Outer Regional Australia,-30.819094,152.508698,North Coast,Mid North Coast,2023-08-22
1179,45338,Bellevue Hill Public School,Victoria Rd,Bellevue Hill ,2023,9389 3928,bellevuehi-p.school@det.nsw.edu.au,https://bellevuehi-p.schools.nsw.gov.au/,9369 4651,527.0,np,52.0,1152,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1925-05-01,Woollahra (A),Vaucluse,Vaucluse,Wentworth,Metropolitan South,Bondi,St Peters,9582 5800,"Church St, St Peters 2044","South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.886986,151.259785,Sydney,Sydney - Eastern Suburbs,2023-08-22
1181,49676,Bellingen Public School,William St,Bellingen ,2454,6655 1147,bellingen-p.school@det.nsw.edu.au,https://bellingen-p.schools.nsw.gov.au,6655 2615,315.0,9.0,9.0,1020,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1870-09-01,Bellingen (A),Oxley,Oxley,Cowper,Regional North and West,Mid Coast Valleys,Coffs Harbour,6656 6666,"Level 2 (West Wing), Rigby House, 27-29 Duke St, Coffs Harbour 2450",Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Outer Regional Australia,-30.45349,152.891887,North Coast,Coffs Harbour - Grafton,2023-08-22
1182,49335,Belltrees Public School,Moonan Flat Rd,Belltrees ,2337,6546 1148,belltrees-p.school@det.nsw.edu.au,https://belltrees-p.schools.nsw.gov.au,6546 1110,4.0,np,np,,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1876-05-01,Upper Hunter Shire (A),Upper Hunter,Upper Hunter,New England,Regional North and West,Upper Hunter,Maitland,4931 3500,"Level 1, 2 Caroline Pl, Maitland 2320",Hunter New England & Central Coast,Hunter New England,Hunter,Outer Regional Australia,-31.988753,151.129487,Hunter/Central Coast,Hunter Valley exc Newcastle,2023-08-22
1183,57401,Belmont Public School,Livingstone St,Belmont ,2280,4945 4858,belmont-p.school@det.nsw.edu.au,https://belmont-p.schools.nsw.gov.au,4947 7823,296.0,15.0,5.0,959,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1874-02-01,Lake Macquarie (C),Swansea,Swansea,Shortland,Regional North,Lake Macquarie East,Gateshead West,4088 3518,"40-44 Coral Cr, Gateshead West 2290",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-33.030134,151.662203,Hunter/Central Coast,Newcastle and Lake Macquarie,2023-08-22
1185,48559,Belmore North Public School,Burwood Rd,Belmore ,2192,9750 0652,belmorenth-p.school@det.nsw.edu.au,https://belmorenth-p.schools.nsw.gov.au,9758 1109,252.0,np,90.0,955,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1903-11-01,Canterbury-Bankstown (A),Canterbury,Canterbury,Watson,Metropolitan South,Canterbury,Arncliffe,9582 2800,"Cnr Segenhoe & Avenal St, Arncliffe 2205","South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan South West,Major Cities of Australia,-33.909885,151.084885,South Western Sydney,Sydney - Inner South West,2023-08-22
1186,48560,Belmore South Public School,Nelson Ave & Canterbury Rd,Belmore ,2192,9759 4388,belmoresth-p.school@det.nsw.edu.au,https://belmoresth-p.schools.nsw.gov.au,9740 4323,283.0,3.0,83.0,987,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1862-01-01,Canterbury-Bankstown (A),Canterbury,Canterbury,Watson,Metropolitan South,Beverly Hills,Riverwood,9408 8900,"Union St, Riverwood 2210","South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan South West,Major Cities of Australia,-33.925735,151.091985,South Western Sydney,Sydney - Inner South West,2023-08-22
1189,50185,Bemboka Public School,Kameruka St,Bemboka ,2550,6493 0229,bemboka-p.school@det.nsw.edu.au,https://bemboka-p.schools.nsw.gov.au,6493 0452,36.0,17.0,np,958,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1871-08-01,Bega Valley (A),Bega,Bega,Eden-Monaro,Rural South and West,Eden-Monaro,Queanbeyan,02 6200 5000,"Level 1, City Link Plaza, 24-36 Morisset St, Queanbeyan 2620",Illawarra Shoalhaven & Southern NSW,Southern NSW,Lower South Coast,Outer Regional Australia,-36.631309,149.571075,Southern NSW,Capital Region,2023-08-22
1191,49380,Bendemeer Public School,Charles St,Bendemeer ,2355,6769 6532,bendemeer-p.school@det.nsw.edu.au,https://bendemeer-p.schools.nsw.gov.au,6769 6400,16.0,np,np,891,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1860-02-01,Tamworth Regional (A),Tamworth,Tamworth,New England,Rural North,Armidale,Armidale,6776 4100,"Suites 2 & 3, North Power Building, 175 Rusden St Armidale",Hunter New England & Central Coast,Hunter New England,North Western 2,Outer Regional Australia,-30.886984,151.150991,North Western NSW,New England and North West,2023-08-22
1196,49414,Ben Lomond Public School,Inn Rd,Ben Lomond ,2365,6733 2001,benlomond-p.school@det.nsw.edu.au,https://benlomond-p.schools.nsw.gov.au,6733 2104,14.0,0.0,np,1024,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1885-06-01,Armidale Regional (A),Northern Tablelands,Northern Tablelands,New England,Rural North,Northern Tablelands,Armidale,6776 4100,"Suites 2 & 3, North Power Building, 175 Rusden St Armidale",Hunter New England & Central Coast,Hunter New England,North Western 2,Outer Regional Australia,-30.017024,151.661287,North Western NSW,New England and North West,2023-08-22
1198,49374,Ben Venue Public School,Erskine St,Armidale ,2350,6772 4263,benvenue-p.school@det.nsw.edu.au,https://benvenue-p.schools.nsw.gov.au,6771 2037,523.0,15.0,19.0,1006,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1900-04-01,Armidale Regional (A),Northern Tablelands,Northern Tablelands,New England,Rural North,Armidale,Armidale,6776 4100,"Suites 2 & 3, North Power Building, 175 Rusden St Armidale",Hunter New England & Central Coast,Hunter New England,North Western 2,Inner Regional Australia,-30.502884,151.67462,North Western NSW,New England and North West,2023-08-22
