,博主名称,博主主页,关注数,粉丝数,博文链接,发布内容,Unnamed: 6,图片数量,是否存在图片,是否存在视频,发布时间,转发数,评论数,点赞数,confidence,score,sentiment
52,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N1jQHldns?uid=2014034660&rl=0#cmtfrm,最近几天的上海西岸是咖啡味的。伴随着初夏时节的时晴时雨，备受期待的首届#西岸国际咖啡生活节#在徐汇滨江盛大揭幕。在徐汇滨江绵延5公里的岸线上集结了100+人气咖啡品牌，细品浓醇咖香，漫步艺术大道，以黄浦江为背景，手中这一杯咖啡简直“太香了”！你去了吗？,信息类,9.0,有,,05月19日 16:24,,,0.0,0.990015,0.995507,2
53,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N1joH1zNM?uid=2014034660&rl=0#cmtfrm,辰山植物园上新打卡点“海誓山盟”，浪漫氛围感已拉满。上海月季展如火如荼进行中，在充满爱意的月季花海之间，园方以辰山山体为背景，特意设计了一处打卡点——“海誓山盟”，抽象的三角锥形艺术装置与温室的三角形玻璃、网红小红楼三角屋顶相呼应，传递美好祝福。夕阳斜下之时，辰山植物园极具特色的几何地形，呈现出迷人的光影变化，暖色余晖洒满花间，弥漫着温馨与诗意的气息，浪漫氛围感拉满。“海誓山盟”景点位于月季展四大展区之一的“云雾花谷”，旅游日期间门票半价优惠，周末就去打卡吧~,参与类,9.0,有,,05月19日 15:15,1.0,2.0,2.0,0.999521,0.999785,2
54,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N1jcSchw2?uid=2014034660&rl=0#cmtfrm,上海文旅援藏大动作，首架“上海-日喀则”援藏旅游包机在上海启航。5月18日下午，“上海-日喀则”援藏旅游包机首航活动启航仪式在浦东机场T2航站楼举行。上海市文化和旅游局、上海市人民政府合作交流办、上海市第十批援藏干部人才联络组、上海机场（集团）有限公司、春秋集团负责人，以及首航游客和媒体代表出席活动。随着仪式上“发动机”装置按钮的启动，100名上海游客登上援藏旅游包机，从上海出发飞赴珠峰脚下，开启“上海-日喀则”的首航之旅。上海文旅援藏大动作，首架“上海-日喀则”援藏旅游包机在上海启航,信息类,6.0,有,,05月19日 14:45,,1.0,1.0,0.997157,0.998721,2
55,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N1iYj8FtP?uid=2014034660&rl=0#cmtfrm,从滨江到古镇，余德耀美术馆新馆开幕。余德耀美术馆，曾经是徐汇滨江的文化地标。近日，余德耀美术馆新馆正式落户蟠龙古镇，开幕大展《洄游》开启了美术馆新的艺术旅程。新馆开幕大展从余德耀基金会近1500件收藏中精选46组中外艺术家作品，涵盖绘画、雕塑等。 SMGNEWS的微博视频,信息类,,,有,05月19日 14:10,1.0,,3.0,0.999444,0.99975,2
56,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N1iJD55fz?uid=2014034660&rl=0#cmtfrm,#中国旅游日首支主题MV# 在文化和旅游部市场管理司的指导下，由央视网联合腾讯文旅、腾讯新闻共同发起的中国旅游日「首支主题MV」——《走啊！去旅游！》正式上线！赶紧转发给你的旅游搭子，计划一场说走就走的旅行吧！#中国旅游日#央视网的微博视频,参与类,,,有,05月19日 13:33,1.0,1.0,0.0,0.987086,0.994189,2
57,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N1iEq7NWx?uid=2014034660&rl=0#cmtfrm,新兴小众#艺术节# 扎堆，周末就去打卡吧！最近上海上线各种新兴小众艺术节，外滩艺术季、好！艺术节、思南橙熟咖啡艺术节带你、Art+100潮流艺术节、SUAF上海城市引力艺术节……感受艺术，购买创意，收获快乐。有空，就去打卡吧！新兴小众艺术节扎堆，周末就去打卡吧,参与类,9.0,有,,05月19日 13:21,2.0,2.0,1.0,0.997307,0.998788,2
58,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N1izXuA9t?uid=2014034660&rl=0#cmtfrm,期盼已久的“中国旅游日”终于来了！上海野生动物园推出成人门票半价优惠，成人门票原价165元/人，“中国旅游日”（2023年5月19日—5月21日）三天可以享受半价优惠，只要82.5元/人，还可免费携带1名1.3米以下儿童。其它优惠票型不参加半价优惠活动（即不享受折上半价）。,信息类,,有,,05月19日 13:10,,,2.0,0.989937,0.995472,2
59,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N1iuG7yT4?uid=2014034660&rl=0#cmtfrm,5月19日至21日，兴业太古汇独立市集IP“敢·集”合作米其林指南，推出内地首届“米其林星食节”，围绕“米道·36时辰”主题，集聚近20家米其林餐厅，邀请众多米其林餐厅大厨走出主厨厨房，将奢享品质送入城市日常，点亮市集活动的高端想象。现场呈现粤、川、淮扬和甬帮菜等中国经典菜系，以及横跨法国、泰国等国的地道料理，中西方饮食文化的有序交织，上演令人垂涎的传统美食与国际风味。市集上，8家米其林星级餐厅、5家米其林指南入选餐厅、4家必比登推介与1家特邀餐厅分区排布，高级餐厅与老字号餐饮相容并蓄，以多元高端选择为食客展开口味与爱好的自由调配之旅。来自喜粤8号的蜜汁叉烧酥、成隆行蟹王府 （黄浦）的秃黄油捞饭以及1515牛排馆的1515蟹肉饼等等，满目琳琅的选择，成就美食文化的盛宴。 兴业太古汇额外邀请两位米其林餐厅大厨在北广场舞台倾情分享，揭开烹饪技巧、食材挑选和饮食文化等众多料理奥秘。同时，“米其林星食节”线上地图开启，消费者可跟随H5指引，打卡市集限定美食，现场解锁多档限定周边好礼。活动期间，“米其林星食节”百元现金券准时上线，为消费者带来“美味”补给。同时，兴业太古汇也额外推出1积分兑好礼以及菁英会限定礼券，向会员送上专属礼遇。,信息类,6.0,有,,05月19日 12:57,,,1.0,0.997356,0.99881,2
60,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N1isfqu1n?uid=2014034660&rl=0#cmtfrm,今天，正值#中国旅游日# ，首艘国产大型邮轮“爱达·魔都号” (Adora Magic City)船名正式发布。“魔都”（Magic City）船名凸显了首艘国产大型邮轮在产品设计、艺术设计、体验设计上的追求，即通过“奇幻缤纷的魔力、文化交融的魔幻、潮流时尚的摩登”，为旅客打造海上美好城邦的绝佳体验，传递了“邮轮，让生活更精彩”的品牌理念。 “爱达·魔都号”未来将作为一张移动的海上名片，带领中外游客体验“海纳百川、追求卓越”的海派文化。交付后将开启由#上海# 为母港出发的国际航线，执航日本及东南亚航线，还将适时推出海上丝绸之路的中长航线，为中国宾客带来更多高质量的邮轮体验及广阔的文旅视野。,信息类,4.0,有,,05月19日 12:51,,,2.0,0.999694,0.999862,2
61,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N1ipQdamA?uid=2014034660&rl=0#cmtfrm,【近三年上海人才保有量全国占比第一，青年人如何引领未来产业】猎聘大数据研究院发布的《上海地区人才供需数据报告》显示，在人才储备方面，近三年上海地区人才保有量全国占比第一。2022年，上海人才保有量占比为10.2%，居首位，第二、三位分别是北京（9.18%）、深圳（6.43%）。另据去年年底发布的《上海海归300指数》（2022），海归人才来上海的原因中，“城市魅力”“海归信心”分别占比82.2%和80.6%。详见：近三年上海人才保有量全国占比第一，青年人如何引领未来产业,信息类,,有,,05月19日 12:45,1.0,,4.0,0.991113,0.996001,2
62,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N1ip7wxwy?uid=2014034660&rl=0#cmtfrm,【“上海对青年人处处是希望”】上海的城市发展史，也是一部青年创新创业的奋斗史。当前，上海正努力建设青年发展型城市，用心打造青年为之向往、皆有可为的希望之城，助力青年与城市双向奔赴、双向赋能、相互成就。详见：网页链接,参与类,,,,05月19日 12:43,,,1.0,0.98889,0.995001,2
63,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N1ioFcRwu?uid=2014034660&rl=0#cmtfrm,【解码魔都 | 上海向未来，等你一起来——写在2023“青年50人论坛”开幕之际】纯电驱动的“空中的士” ，用于新药研发的人工智能技术，可“手眼协同”的自适应机器人…… 这不是纸面构想，而是发生在上海的真真切切的创业场景。让人“脑洞大开”的背后，是一个个激情澎湃、向新而行的青年才俊。 2023年上海市政府工作报告明确提出：“开展青年发展型城市建设试点”。助力上海打造青年创新创业热土，以“未来产业引领未来”为主题的第四届上海创新创业青年50人论坛，将于5月20日在上海中心大厦如期召开。可以期待，更多“有趣的灵魂”将在上海相遇，更多创新的“种子”将在这里发芽。（新华社）详见：网页链接,参与类,,有,,05月19日 12:42,1.0,,1.0,0.969896,0.986453,2
64,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N1ihGAETg?uid=2014034660&rl=0#cmtfrm,据@上海世博会博物馆 从即日起，世博会博物馆无需预约即可入馆参观！希望以开放的姿态迎接来自世界各地的宾客，带给更多观众美好、多元的参观体验。,信息类,,有,,05月19日 12:25,,,1.0,0.984049,0.992822,2
65,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N1hLdnjwi?uid=2014034660&rl=0#cmtfrm,小提琴家千千万，雷诺·卡普松的琴声超浪漫！今晚，当红小提琴巨星卡普松将在东方艺术中心用他华丽唯美的金色琴声，带你展开“印象法兰西”音乐巡礼🎻 @东方艺术中心 上海东方艺术中心的微博视频,信息类,,,有,05月19日 11:05,,1.0,1.0,0.999892,0.999951,2
66,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N1hx0zVDP?uid=2014034660&rl=0#cmtfrm,【门票半价、产品优惠，519#中国旅游日# 上海送出“惠民大礼包”】“5•19中国旅游日”， 本市文旅行业为广大翘首以盼的市民游客准备了惠民活动“大礼包”。不仅有超过60家景区推出特惠门票，各类在线特惠购、酒店特惠住、出游特惠行、美食特惠品等重磅福利，邀您乐游上海，共享欢乐。一起来看看吧↓门票半价、产品优惠，519中国旅游日上海送出“惠民大礼包”,参与类,,有,,05月19日 10:30,2.0,1.0,2.0,0.999288,0.999679,2
67,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N1hcjgKDa?uid=2014034660&rl=0#cmtfrm,#美育日课# 乐游上海艺术季一周推荐来了👇,信息类,,有,,05月19日 09:39,,,0.0,0.994767,0.997645,2
68,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N1gKjeIzJ?uid=2014034660&rl=0#cmtfrm,#早安上海# 带着你的微笑，面对人生的不期而遇～#早安#,信息类,,有,,05月19日 08:30,,5.0,2.0,0.999965,0.999984,2
69,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N1cmlyNi1?uid=2014034660&rl=0#cmtfrm,#晚间分享#绝美！#当梨花邂逅初夏星空##延时看梨花香溢出屏幕# 近日，黑龙江牡丹江。当梨花遇上绚烂星空，如画的景致有多美？戳视频感受↓↓#视界这么美#（视界创作者：孤狼） 人民日报的微博视频,参与类,,,有,05月18日 21:20,,2.0,1.0,0.999946,0.999976,2
70,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N1bV9qSSp?uid=2014034660&rl=0#cmtfrm,#国际博物馆日#【博物馆、可持续性与美好生活】博物致知，和合共生。大地之上，人类与万物繁衍共生。博物馆也是自然的一部分。在这里，我们守护着自然演变的历史印记，从时间的哲学中洞悉真理。中国各类博物馆是中国历史的保存者和记录者，也是中华民族伟大复兴的见证者和参与者。以文化为根，瞭望中华民族共同的梦想，镌刻民族交往交流交融的历史，携手同心，共绘美好生活画卷！#博物馆奇妙漫游# @文旅之声http//t.cn/A6Nggozr,信息类,,,,05月18日 20:13,,,1.0,0.999218,0.999648,2
71,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N1brwmsRp?uid=2014034660&rl=0#cmtfrm,全球艺术与奢侈品收藏平台领军者苏富比（Sotheby’s）宣布其位于苏州河畔的“上海苏富比空间”正式揭幕，空间总面积约达2000平方米，打造为一个功能丰富、开放多元的综合性收藏生态空间，可提供展览、讲座、工作坊等多种形式的线下体验和文化服务。同时，苏富比Buy Now“即时收藏”业务正式拓展至中国内地，并以收藏级手袋、珠宝、腕表、街头服饰为首发品类。苏富比Buy Now微信小程序及苏富比中文官方网站Sothebys.cn双平台同步上线。 “上海苏富比空间”广泛使用可持续性的环保材料，打造出兼具本土文化特色、引领当代设计前沿趋势的空间环境。空间内采用的藤、砖、陶瓷等材料以中国传统美学为灵感，在现代化的设计语汇中得到了全新演绎；石库门拱形结构元素的使用呼应了上海的历史沿革，以100%可回收材料打造的波浪纹图案和肌理向苏州河致敬，无不承载着苏富比对本土文化的热情与洞察。经改造复用的透明玻璃和可再生材料制作的地毯，巧妙地制造出空间中的转折和停顿，将苏富比对于环境的重视融入诸多细节之中。预计未来这里也会成为市民游客漫步苏州河的打卡新地标。,信息类,8.0,有,,05月18日 19:00,,,2.0,0.999139,0.999613,2
72,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N1bbhF9Vq?uid=2014034660&rl=0#cmtfrm,#美食推荐#面条有啥新吃法？五彩凉面了解一下！清凉开胃、营养丰富的五彩凉面都有啥配菜？美味料汁怎么调？答案就在视频中！快来看看吧↓ 央视一套的微博视频,参与类,,,有,05月18日 18:20,,1.0,2.0,0.980281,0.991126,2
73,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N1aPBuK2W?uid=2014034660&rl=0#cmtfrm,2023年徐汇区5·18国际博物馆日主题活动启动仪式暨《历史回声：土山湾近代音乐教育文献展》开幕活动在修葺一新的土山湾博物馆举行。今年国际博物馆日期间，徐汇文旅以“博物+音乐”的双重引领为市民游客策划设计了一系列互动性、参与性、体验性俱佳的主题活动。活动以音乐为起点，联动衡复风貌区、徐家汇源景区，聚焦各博物馆音乐主题特色活动，以点串线，连线成面，增强博物馆间连锁效应，激活区域内博物馆创新力，带动文旅传播热度和文化经济价值，深度展现了“爱乐徐汇”的区域形象。 土山湾博物馆推出“土山湾奇妙夜”沉浸式体验活动；在百代小楼——《义勇军进行曲》灌制地，上海音乐学院的学子们将以音乐快闪的方式演绎百年百代经典之作。5·18限定海派城市考古线路百年音乐传奇之旅带领市民游客走进捷豹上海交响音乐厅、上海交响音乐博物馆等；钱学森图书馆推出“行走的音乐党课-博物馆越夜越动听”夜场演出，讲述初心信仰感人故事；龙华烈士陵园将京剧与党课巧妙融合，在传统戏曲中感悟红色精神；走进昆虫博物馆，还可探寻自然世界的奥秘……上海交响音乐博物馆活动、宋庆龄故居探索之旅“美好生活放大镜”、徐家汇书院百年音乐主题书架、上海气象博物馆、上海工艺美术博物馆等各类活动等着大家去现场打卡。,信息类,6.0,有,,05月18日 17:26,,,2.0,0.99868,0.999406,2
