id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4818821438771493,M7TD9ANRH,3582010354,淮安发布,#小布话防疫#【关于进一步加强国庆节期间疫情防控工作的通告（2022年第41号）】O关于进一步加强国庆节期间疫情防控工作的通告（2022年第41号）当前，国内疫情多点散发、多地频发，防控形势严峻复杂。为坚决防止疫情输入，科学精准、从严从紧落实各项防控措施，现就进一步加强国庆节期间疫情防控工作通告如下：一、倡导就地过节。提倡市民国庆假期非必要不离淮、原则上不跨省流动，非必要不前往有高中低风险区或本土疫情发生的城市。确需离开本市的，请提前了解目的地疫情情况及防控要求，全程做好个人防护，做到安全出行，返淮前提前向社区、单位报备，自觉落实防控措施。机关企事业单位工作人员离淮前须按相关规定请假报备。二、积极主动报备。省外市外、尤其是自驾游和近7日内有疫情风险地区或有本土阳性感染者报告的设区市（直辖市为县、区）旅居史的来（返）淮人员，请提前2天通过“淮上通”微信小程序或“i淮安”APP向所在社区（村）、单位报备，抵淮后配合落实健康管理措施。故意隐瞒或未及时报备，导致疫情传播扩散的，将承担法律责任。三、配合做好“落地检”。机场、高铁站、火车站、汽车站、高速公路出口等设置核酸采样点，为来（返）淮人员提供免费“落地检”服务；通过其他途径来（返）淮人员，抵淮后尽快前往就近核酸采样点凭行程码免费核酸检测。检测结果报告前，不参加聚集性活动，不去人员密集场所。四、规范进行核酸检测。省外来（返）淮人员抵淮后第1、第3天需进行两次核酸检测（两次间隔大于24小时）。“应检尽检”重点人群要自觉按照规定频次进行核酸检测。对未按要求进行核酸检测的重点人员，将在“苏康码”界面进行弹窗提醒，进而赋码管理。10月7—9日，所有在淮人员主动参加所在县区（园区）区域核酸筛查。五、强化重点场所管控。商场超市、集贸市场、饭店、影剧院、KTV、美容美发、洗浴足疗、养老院、医院、学校等各类重点场所要严格履行疫情防控主体责任，严把入口关，严格落实扫场所码、测体温、戴口罩、通风、消毒等防控措施；交通场站、旅游景区、酒店宾馆、建筑工地、物流和劳动密集型企业还要全面落实查验核酸检测证明。凡有弹窗提醒、健康码黄码或核酸检测结果超期的人员一律不得进入相关场所，行业主管部门、街道社区、公共场所单位要做好督促督导工作。六、加强聚集性活动管理。坚持“非必要不举办、能线上不线下”，国庆假期及前后原则上不安排大型会议、会展、演出等聚集性活动。确需举办的，尽量缩小规模，按照“谁举办、谁负责”要求，制定防控方案，从严审批。提倡市民从简举办婚丧嫁娶，承办方须提前2天向属地社区（村）报备，并落实疫情防控要求。七、做好个人健康防护。请广大市民自觉保持“戴口罩、勤洗手、常通风、不聚集、用公筷”等良好习惯，积极接种新冠病毒疫苗。如出现发热、咳嗽等症状，及时前往就近发热门诊排查诊治，全程规范佩戴口罩，避免乘坐公共交通工具。附件：各县区（园区）新冠肺炎疫情防控指挥机构24小时咨询电话（见下图）淮安市新冠肺炎疫情联防联控工作指挥部办公室2022年9月28日,,,,小布话防疫,31,20,42,2022-09-28 23:47,微博 weibo.com,['https://wx2.sinaimg.cn/large/d58123f2gy1h6mr3o8vomj20k20bvab1.jpg'],,
4818814959879143,M7TsHFs11,6412579791,樱桃的看文废话日常,你们国庆打算去旅游吗，我本来打算去内蒙古来着，一看机票，基建燃油跟机票一个价疫情前一律50,,,,,0,76,123,2022-09-28 23:21,花了钱的iPhone 13,,,
4818812949760244,M7TpsEX5i,7752491308,苏菲的世界806,@司马南真有意思，骂骂咧咧美国“那个鬼地方”，难道你买的加州“小房子”，和你LiuFamilyTrustFund买的价值几千万的房子，通通都是“鬼屋”么？“倒找钱都不去呀”，啧啧，司马这个名副其实的美国纳税人，这十几年光给美国政府交地产税差不多有60万，物管费等20-30万。你给你的母国交过这么多税不？话说不是美国给你钱、而是你追着美国给钱啊，那为什么不卖掉你的小房子，停止给美国送钱做贡献呢？你究竟爱的是中国还是美国？“美国那鬼地方有啥意思啊？”那儿子读书七八年，是送过去“见鬼“的么？每年学费4万刀的话，8年那是30万美金近200万人民币的学费，加上生活费起码得300万人民币，请问你把儿子留在一个“鬼地方”那么多年，花好几百万，你是几个意思？一点没夸张，司马南的嘴，骗人的鬼。一个连名字都是假的的人，真是没有一刻不撒谎，不阳奉阴违，不两面三刀，没有一刻不是说一套做一套。就像他十年如一日抵赖他美国的“小房子”一样，同样的配方，同样的味道。#司马南频道##司马南##财经##疫情#,,,司马南,"司马南频道,司马南,财经,疫情",101,78,402,2022-09-28 23:13,来自星星的iPhone客户端,['https://wx1.sinaimg.cn/large/008sEF8oly1h6mogbwtymj30v91voqnr.jpg'],,
4818814249734793,M7TryEQsN,7440276715,舵手无畏,#深圳疫情防控#，这个胸牌真心暖核酸检测中，由于很多老年人没有智能手机或者不会使用智能手机，做核酸时都是心酸容易造成进度缓慢。现在老年人“扫码难”的问题得到彻底解决，这源于大湾区港口社区早前为社区老年人登记录入身份信息，导出电子“葵花码”并制作成胸牌，免费发放给老人使用。这样老人在检测时只需出示“葵花码”就能快速扫码完成检测，“银发通道”畅通无阻。#发现最美你评我论#大家一起转起来，为抗疫尽力,,,,"深圳疫情防控,发现最美 你评我论",127,113,86,2022-09-28 23:18,,"['https://wx4.sinaimg.cn/large/0087wDR9gy1h6mqa57y05j30u00kmqta.jpg', 'https://wx2.sinaimg.cn/large/0087wDR9gy1h6mqa6l5mtj30z90qg4qp.jpg', 'https://wx1.sinaimg.cn/large/0087wDR9gy1h6mqa7mfr7j30u00mekes.jpg', 'https://wx2.sinaimg.cn/large/0087wDR9gy1h6mqa8h9qxj30u00mh7n9.jpg']",,
4818448732919937,M7JW1cfBL,2967529507,津云,【说说】追问：津城这波疫情，为何出现“拖尾长、有反弹”？接下来怎么办？O【说说】追问:津城这波疫情为何出现″拖尾长、有反弹″?接下来怎么办?,,,,,75,86,114,2022-09-27 23:06,微博 weibo.com,,,
4818458426214071,M7KbEq4yX,1568450860,徐凤文,#天津疫情#连续一个月的持续疫情，各方压力陡增，今日官面连续出招，一是请出深孚人望的张颖出席新闻发布会，总结本轮疫情的6个特点，确实解说的很明白。但一则此前的发布会为何不见张颖身影；二则关于足球场灯具城的分析性文字此前媒体报道支支吾吾，如果多些信息及时公开，效果肯定不同；三则关于昨日滨海疫情的解释令人难以信服，4月份进口，9月份传染，这是元器件还是元宇宙？最关键的问题，不是疫情的分析，而是对于疫情防控政策乃至漏洞的质疑声越来越多。张颖发布会分析不完整版：O张颖详解本轮疫情6个特点，存在3个链条。因此，又看到了第二篇稿子，津云评论员文章意在消除民众的消极、对抗和压抑情绪，开始家常话，结尾喊口号，努力共情，承揽了一些错误，但这个由评论员表达的文章力度远远不够，面对经历从一月疫情到这轮满月疫情乃至后续各种不确定的千万百姓，在现有“围住、筛全、捞干、扑灭”严控合围政策下，各方压力还得绷着。评论员说“既然别无退路，就只有拧成一股绳”，相信大多数百姓还会继续一边抱怨一边忍受，但后续如何，未可乐观。未来一周至十天，包括国庆假期在内，至为关键。今日9月27日0至18时新增数31例，近来首次提前公布。津云评论员全文在此：O【说说】追问：津城这波疫情，为何出现“拖尾长、有反弹”？接下来怎么办？,,,,天津疫情,23,29,136,2022-09-27 23:44,iPhone客户端,['https://wx1.sinaimg.cn/large/5d7ca92cly1h6lkmnil2nj20v91vohaj.jpg'],,
4818457574772583,M7Kahk1z9,1338738570,石述思,#我的疫情观察##俄乌局势观察团#还是忍不住再转一下“说话三底线”：一、力图说真话；二、不能说真话则应保持沉默；三、无权保持沉默而不得不说假话时则不应伤害他人。——钱理群#v评智库#,,,,"我的疫情观察,俄乌局势观察团,v评智库",53,33,208,2022-09-27 23:41,iPhone 12 Pro,"['https://wx2.sinaimg.cn/large/001sBd3Aly1h6llbbf4hrj605k05kdg502.jpg', 'https://wx3.sinaimg.cn/large/001sBd3Aly1h6llbbkmqrj60dw08fjsx02.jpg', 'https://wx2.sinaimg.cn/large/001sBd3Aly1h6llbbqurzj60rs0ik76j02.jpg']",,
4818449253796766,M7JWRfVIa,2690512133,洛河_R,#镇江疫情#整这出嘛？？水木阳光咋了这是江大校门紧急只进不出#江苏大学封校##江苏大学#,,,,"镇江疫情,江苏大学封校,江苏大学",1,73,94,2022-09-27 23:08,HUAWEI P30 Pro,"['https://wx2.sinaimg.cn/large/a05df505ly1h6lkbvd01cj21400u0djg.jpg', 'https://wx1.sinaimg.cn/large/a05df505ly1h6lkbwo5yej20u0140gne.jpg']",,
4818453603813791,M7K3Sg08L,2649521297,直播云南,#昆明疫情#今晚很关键，市民们也都在等着看明早的通报数据，然后再作出进一步判断。这一波，希望昆明能挺住啊！,,,,昆明疫情,3,84,202,2022-09-27 23:25,iPhone客户端,,,
4818454069122137,M7K4CCh5f,5395749960,大学吐槽菌,广东江门的高校国庆假期只放3天吗？#江门无疫情国庆却只放三天#,,,,江门无疫情国庆却只放三天,5,64,282,2022-09-27 23:27,,"['https://wx1.sinaimg.cn/large/005Ta13agy1h6lkwz53u0j30wi0crtc0.jpg', 'https://wx4.sinaimg.cn/large/005Ta13agy1h6lkwyn906j30wi0kjwg8.jpg']",,
4818456665130112,M7K8OlwzK,2199018927,林陌事务所,林陌withLim✨行程通知✨9月28日@林陌lim个人参与央视节目录制地点：大兴星光大道录制厅时间：四点半因疫情防控，能否入场或是否有名额将在收到准确消息后同步!,,,林陌lim,,18,35,87,2022-09-27 23:37,林陌超话,['https://wx3.sinaimg.cn/large/83125dafgy1h6ll7s2n36j20xn0vymy5.jpg'],,
4818448724530089,M7JW0j0tX,2196908032,金翅大鹏哥哥,周二舆情热度：①后疫情-国庆长假预期/大摩关于中国疫情最新研报/传闻中的各种试点微调/上海疫情风险区“清零”（旅游酒店航空等）；②医疗器械-政策支持设备更新再贷款（迈瑞医疗、华大智造、联影医疗等）；,,,,,2,2,134,2022-09-27 23:06,HUAWEI Mate X2,,,
4818448209154662,M7JVaCpxQ,5983102559,天创演出,"#陈粒的悠长假期巡演#陈粒关于「陈粒的悠长假期」巡回演唱会-西安站取消公告致所有已购买及关注此次巡演的歌迷朋友:根据⻄安市文化和旅游局《关于2022年国庆期间及前后文化旅游行业新冠肺炎疫情防控实施方案》，为响应国家关于加强防疫管理的要求与号召，鉴于目前西安疫情情况，配合西安市疫情防控工作，避免人员聚集，不给社会增加不必要的负担，保障每一位活动参与者的健康安全。我们非常抱歉地通知大家，原定于2022年9月28日、29日（两场）在西安星球工厂Livehouse举办的“「陈粒的悠长假期」巡回演唱会-西安站""的演出取消，给大家造成的不便，我们深表歉意。再次感谢大家长久以来对陈粒的喜爱和支持，请每位朋友一定保护好自己的身体健康，积极做好防疫工作，期待与西安歌迷早日重逢。",,,,陈粒的悠长假期巡演,86,61,86,2022-09-27 23:03,iPhone客户端,['https://wx2.sinaimg.cn/large/006wUuibly1h6ljz5d0bfj31ww2pgjwp.jpg'],,
4818096978661727,M7AMFAljh,2002020501,牛丸科技,福田沙尾疫情又严重了，这次地铁沙尾站直接停运。#深圳疫情#这几波，福田上下沙，沙头沙尾是真的惨，每次都中招。朋友住在上下沙，被封控隔离不下于6次了。这班上的跟没上差不多。我都开玩笑说，你快搬家吧，不然再这样下午，公司要炒你鱿鱼了。感觉#深圳疫情防控#很无解，明明控制的很好，为啥隔两天就会有羊出来啊？,,深圳,,"深圳疫情,深圳疫情防控",50,247,1228,2022-09-26 23:48,iPhone 14 Pro,"['https://wx4.sinaimg.cn/large/77546895gy1h6kfrbzjh8j20ll097jsh.jpg', 'https://wx3.sinaimg.cn/large/77546895gy1h6kfrbky8nj21hc2437h8.jpg']",,
4818089449887773,M7AAwFugd,5230132970,盖世英雄玉椒龙,这条微博躺平派团建啊。什么叫“只有大陆人受伤的世界”？你们是真不在乎香港疫情去世了9915人啊。,,,,,56,117,1292,2022-09-26 23:18,微博轻享版,"['https://wx4.sinaimg.cn/large/005HX6voly1h6kf1imzdkj30u0172n7j.jpg', 'https://wx1.sinaimg.cn/large/005HX6voly1h6kf54dnemj30u00xq473.jpg', 'https://wx3.sinaimg.cn/large/005HX6voly1h6kf1izem0j30u01dhjv5.jpg']",,
4818093102601587,M7AGqaUN5,3847642518,麦子哥哥QaQ,#天津疫情防控#|#天津疫情#天津疫情防控怎么了？一会静默一会又删除。快一个月了，每天都有新增，一天不落，好在新增人数越来越少。此时此刻，你在排队做核酸吗？晚上天凉，穿件厚衣服🙏。#天津新增42例本土阳性感染者#,,,,"天津疫情防控,天津疫情,天津新增42例本土阳性感染者",68,257,2056,2022-09-26 23:32,iPhone 12,['https://wx3.sinaimg.cn/large/e5565d96ly1h6kfdnnl5aj20oi0wowl4.jpg'],,
4818093266436296,M7AGGr0ne,1162629521,路飞科技说,#天津疫情防控#最近的这轮疫情真的是苦了这群医护核酸检测人员。我一个朋友今天晚上7点多下班刚到家就又通知去滨海新区待命，晚上9点开始核酸。整天的连轴转，平时大筛早上四点就要起床，一干就是大半天，太辛苦了。,,,,天津疫情防控,3,56,283,2022-09-26 23:33,,['https://wx3.sinaimg.cn/large/454c5191ly1h6kffysp8tj20vv18uav6.jpg'],,
4818088874216037,M7AzBhGMB,3309826382,健康成都官微,#疫情防控#【来（返）蓉人员疫情防控政策】近日国内疫情出现反弹，已波及全国多个省（市、区），我市预防疫情输入压力增大。请来（返）蓉人员，认真落实我市疫情防控政策，共同维护疫情防控成果。四川省疫情防控重点地区提示表请查看以下链接：O网页链接,,,,疫情防控,26,57,31,2022-09-26 23:16,HUAWEI P30,"['https://wx2.sinaimg.cn/large/c547f14egy1h6kez0xp8zj20dw08pt97.jpg', 'https://wx3.sinaimg.cn/large/c547f14egy1h6kez4kfq9j20slcmx1kz.jpg']",,
4818091559099443,M7ADVCbbd,1455197710,晨晓同学,#天津滨海新区全域静态管理#石家庄刚挨了大板子，天津跟看热闹似的看了半天，可是一点记性也没长。#石家庄疫情#,,,,"天津滨海新区全域静态管理,石家庄疫情",3,38,109,2022-09-26 23:26,OnePlus 7T Pro,"['https://wx4.sinaimg.cn/large/56bc8e0ely1h6kfbgng2zj20wi1edq4q.jpg', 'https://wx4.sinaimg.cn/large/56bc8e0ely1h6kfbl7asbj20n039eh30.jpg']",,
4818097065691372,M7AMOnSAk,1642088277,财经网,【#天津滨海新区对涉疫风险场所进行排查#】据滨海发布消息，根据疫情形势，为切实保障人民群众生命安全和身体健康，快速有效阻断疫情传播扩散风险，自9月18日以来到访过滨海新区模泰（天津）塑胶电器有限公司（天津市滨海新区第六大街67号）的人员，立即主动向居住地所在街道社区报备，按照高风险外溢人员管理，于末次暴露之日起计算集中隔离7天，并于第1、2、3、5、7日进行核酸检测。若末次暴露超过7日的，进行一次核酸，阴性后解除管控。如有隐瞒行程、不主动报备、拒不配合疫情防控政策，造成疫情传播重大隐患的，将依法追究法律责任。（滨海发布）#天津疫情防控#,,,,"天津滨海新区对涉疫风险场所进行排查,天津疫情防控",12,68,155,2022-09-26 23:48,iPhone 12,['https://wx3.sinaimg.cn/large/001N82aNly1h6kfvu2r90j60wi1j918y02.jpg'],,
