区域,区域.1,房屋,链接,参考总价,参考单价,小区,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房协编码
福田区,车公庙,福田区顶层复式可分开两个家庭住没问题,https://sz.lianjia.com/ershoufang/105106625511.html,1215万,72100元/平米,都市花园,5室2厅1厨2卫,高楼层 (共12层),168.45㎡,平层,暂无数据,板楼,东 西,钢混结构,精装,一梯两户,有,2021/3/12,商品房,2015/6/26,普通住宅,满五年,非共有,有抵押 500万元 客户偿还,已上传房本照片,U211312995513
福田区,车公庙,蓝天绿地天然氧吧俯瞰高尔夫全景,https://sz.lianjia.com/ershoufang/105101472977.html,1478万,69800元/平米,天安高尔夫海景花园,5室2厅2厨2卫,高楼层 (共31层),211.65㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,三梯五户,有,2018/7/30,商品房,2009/9/21,普通住宅,满五年,非共有,有抵押 兴业银行 客户偿还,已上传房本照片,2.17E+11
福田区,车公庙,车公庙泰康轩实用两房，教育资源随时可用,https://sz.lianjia.com/ershoufang/105107200533.html,627万,101800元/平米,泰康轩,2室1厅1厨1卫,中楼层 (共31层),61.51㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,三梯十八户,有,2021/5/1,商品房,2013/6/14,普通住宅,满五年,非共有,有抵押 100万元 中国建设银行 客户偿还,已上传房本照片,U216047652228
福田区,车公庙,房子精装修，中高楼层，视野跟景观很好，采光也好,https://sz.lianjia.com/ershoufang/105107215647.html,511万,64000元/平米,国都高尔夫花园二期,2室1厅1厨1卫,中楼层 (共31层),79.82㎡,平层,66.9㎡,塔楼,南,钢混结构,精装,三梯八户,有,2021/5/3,商品房,2018/7/17,普通住宅,满两年,非共有,有抵押 110万元 农业银行 客户偿还,已上传房本照片,2.16E+11
福田区,车公庙,深高初中部本部，教育资源随时可用，满五年业主诚心卖,https://sz.lianjia.com/ershoufang/105107241291.html,627万,101800元/平米,泰康轩,2室1厅1厨1卫,中楼层 (共31层),61.51㎡,平层,暂无数据,板塔结合,西南,钢混结构,简装,三梯十八户,有,2021/5/6,商品房,2012/5/8,普通住宅,满五年,非共有,有抵押 60万元 客户偿还,已上传房本照片,U217263826288
福田区,车公庙,天安高尔夫花园一期安静舒适，好租好售,https://sz.lianjia.com/ershoufang/105102858877.html,754万,53700元/平米,天安高尔夫花园,3室2厅1厨2卫,低楼层 (共19层),140.29㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,两梯六户,有,2019/8/15,商品房,2012/12/29,普通住宅,满五年,非共有,无抵押,已上传房本照片,U193550040458
福田区,车公庙,高档社区，趣园景观一房，车位充足,https://sz.lianjia.com/ershoufang/105105311064.html,301万,57600元/平米,趣园,1室0厅1厨1卫,低楼层 (共26层),52.19㎡,平层,37.41㎡,塔楼,北,钢混结构,精装,三梯十一户,有,2020/9/12,商品房,2011/8/8,普通住宅,满五年,非共有,无抵押,已上传房本照片,1.84E+11
福田区,车公庙,红本在手，精装修，高楼层，看高尔夫，停车方便,https://sz.lianjia.com/ershoufang/105104203352.html,302万,57600元/平米,趣园,1室1厅1厨1卫,高楼层 (共26层),52.42㎡,平层,37.58㎡,塔楼,北 东北,钢混结构,精装,三梯十一户,有,2020/4/27,商品房,2017/6/30,普通住宅,满两年,非共有,无抵押,已上传房本照片,U20617328785
福田区,车公庙,此房满五唯一，户型方正，使用率高,https://sz.lianjia.com/ershoufang/105106680496.html,679万,72100元/平米,都市花园,3室2厅1厨2卫,低楼层 (共12层),94.1㎡,平层,暂无数据,板楼,东 西,钢混结构,简装,一梯两户,有,2021/3/17,商品房,2014/7/7,普通住宅,满五年,共有,无抵押,已上传房本照片,1.94E+11
福田区,车公庙,（全区仅一套）稀罕小户型，满5年，高层采光好,https://sz.lianjia.com/ershoufang/105104763502.html,319万,101800元/平米,泰康轩,1室0厅1厨1卫,高楼层 (共31层),31.3㎡,平层,暂无数据,板塔结合,东北,钢混结构,精装,三梯十八户,有,2020/7/6,商品房,2014/5/6,普通住宅,满五年,非共有,无抵押,已上传房本照片,2.04E+11
福田区,车公庙,近车公庙地铁站户型实用，装修保养好，交通生活便利,https://sz.lianjia.com/ershoufang/105106927864.html,630万,101800元/平米,泰康轩,2室1厅1厨1卫,低楼层 (共31层),61.85㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,三梯十八户,有,2021/4/8,商品房,2011/1/12,普通住宅,满五年,非共有,有抵押 470万元 客户偿还,已上传房本照片,U212250466722
福田区,车公庙,趣园 满五年 红本在手 有钥匙看房 高尔夫景观 诚心卖,https://sz.lianjia.com/ershoufang/105107065311.html,301万,57600元/平米,趣园,1室0厅1厨1卫,低楼层 (共26层),52.19㎡,平层,37.41㎡,塔楼,北,钢混结构,其他,三梯十一户,有,2021/4/20,商品房,2010/2/23,普通住宅,满五年,非共有,无抵押,已上传房本照片,U166556547687
福田区,车公庙,车公庙泰康轩，教育资源随时可用,https://sz.lianjia.com/ershoufang/105104841056.html,594万,101800元/平米,泰康轩,2室1厅1厨1卫,中楼层 (共31层),58.26㎡,平层,暂无数据,板塔结合,东北,钢混结构,简装,三梯十八户,有,2020/7/15,商品房,2001/9/23,普通住宅,满五年,非共有,无抵押,已上传房本照片,U207269818716
福田区,车公庙,车公庙地段，都市阳光名苑正规两房，有需要联系！,https://sz.lianjia.com/ershoufang/105104008843.html,528万,75700元/平米,都市阳光名苑,2室2厅1厨1卫,高楼层 (共32层),69.73㎡,平层,57.01㎡,板塔结合,北,钢混结构,简装,两梯五户,有,2020/4/4,商品房,2004/6/25,普通住宅,满五年,非共有,有抵押 30万元 工商银行 客户偿还,已上传房本照片,U208158045700
福田区,车公庙,车公庙正地铁口，红本在手，满五唯一，户型方正,https://sz.lianjia.com/ershoufang/105105219709.html,723万,75700元/平米,都市阳光名苑,3室1厅1厨1卫,中楼层 (共31层),95.39㎡,平层,78.43㎡,板塔结合,北,钢混结构,精装,两梯五户,有,2020/9/1,商品房,2012/3/13,普通住宅,满五年,非共有,无抵押,已上传房本照片,U200726050457
福田区,车公庙,香蜜湖南区深高南满五唯一红本住宅板楼,https://sz.lianjia.com/ershoufang/105106626844.html,426万,56700元/平米,华海住宅小区,3室2厅1厨1卫,低楼层 (共7层),74.98㎡,平层,69.66㎡,板塔结合,南,钢混结构,简装,一梯两户,无,2021/3/12,商品房,1999/11/18,普通住宅,满五年,共有,无抵押,已上传房本照片,U208936162277
福田区,车公庙,13年次新小区，正规三房，诚心出售,https://sz.lianjia.com/ershoufang/105106779789.html,734万,83700元/平米,君临天下,3室1厅1厨2卫,中楼层 (共45层),87.6㎡,平层,暂无数据,塔楼,南,钢混结构,精装,三梯八户,有,2021/3/26,商品房,2015/5/5,普通住宅,满五年,共有,有抵押 160万元 东亚银行 金融公司垫资,已上传房本照片,2.18E+11
福田区,车公庙,满五年，红本在手，南北通透，诚心放卖！,https://sz.lianjia.com/ershoufang/105105646337.html,498万,56500元/平米,福田建设,3室2厅1厨1卫,高楼层 (共8层),88.13㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯一户,无,2020/10/28,商品房,2010/1/12,普通住宅,满五年,共有,无抵押,已上传房本照片,U206613198467
福田区,车公庙,户型方正  正南向  税费低  实用率高,https://sz.lianjia.com/ershoufang/105104835529.html,598万,72100元/平米,都市花园,3室2厅1厨1卫,低楼层 (共35层),82.94㎡,平层,暂无数据,塔楼,东 南,钢混结构,简装,三梯八户,有,2020/7/14,商品房,2015/9/18,普通住宅,满五年,非共有,有抵押 200万元,已上传房本照片,2.07E+11
福田区,车公庙,看福田CBD夜景 得房率85% 嘉洲华苑  67平米  2+1房,https://sz.lianjia.com/ershoufang/105105043713.html,438万,65500元/平米,嘉洲华苑,2室2厅1厨1卫,高楼层 (共31层),66.76㎡,平层,56.39㎡,板塔结合,东,钢混结构,简装,三梯八户,有,2020/8/9,商品房,2005/1/11,普通住宅,满五年,非共有,有抵押 200万元 民生银行 客户偿还,已上传房本照片,1.99E+11
福田区,车公庙,户型方正 厅出大阳台 房本满5年没有增值税！,https://sz.lianjia.com/ershoufang/105104596274.html,593万,56500元/平米,福宇轩,3室2厅1厨2卫,中楼层 (共11层),104.79㎡,平层,92.73㎡,板塔结合,东,钢混结构,简装,一梯三户,有,2020/6/14,商品房,2010/12/24,普通住宅,满五年,非共有,有抵押 80万元 华润银行 客户偿还,已上传房本照片,U175412610172
福田区,车公庙,户型方正  采光好  高楼层  看园景安静,https://sz.lianjia.com/ershoufang/105106537596.html,563万,72100元/平米,都市花园,3室2厅1厨1卫,高楼层 (共13层),78㎡,平层,暂无数据,板楼,北,钢混结构,简装,一梯四户,有,2021/3/4,商品房,2000/3/3,普通住宅,满五年,非共有,无抵押,已上传房本照片,2.13E+11
福田区,车公庙,福田高尔夫景观，红本高层楼，通风采光好,https://sz.lianjia.com/ershoufang/105105610900.html,504万,65500元/平米,嘉洲华苑,3室1厅1厨1卫,高楼层 (共31层),76.85㎡,平层,64.91㎡,板塔结合,北,钢混结构,简装,三梯八户,有,2020/10/24,商品房,2016/9/27,普通住宅,满两年,非共有,无抵押,已上传房本照片,U204106848846
福田区,车公庙,嘉洲华苑 4室2厅 东北,https://sz.lianjia.com/ershoufang/105106325898.html,1225万,65500元/平米,嘉洲华苑,4室2厅1厨2卫,高楼层 (共27层),186.98㎡,复式,161.74㎡,板塔结合,东北,钢混结构,精装,两梯一户,有,2021/1/24,商品房,2004/6/30,普通住宅,满五年,共有,有抵押 有欠款中国银行,已上传房本照片,2.18E+11
福田区,车公庙,福田CLD 南向双阳台+露台 看高尔夫,https://sz.lianjia.com/ershoufang/105106978852.html,441万,65500元/平米,嘉洲华苑,2室1厅1厨1卫,高楼层 (共31层),67.22㎡,平层,56.78㎡,板塔结合,西南,钢混结构,精装,三梯八户,有,2021/4/13,商品房,2016/3/25,普通住宅,满五年,非共有,有抵押 200万元 中国银行股份有限公司深圳中心区支行,已上传房本照片,U210325213170
福田区,车公庙,业主自住装修保养好，高层东南向采光看高尔夫全景,https://sz.lianjia.com/ershoufang/105106016713.html,1004万,69800元/平米,天安高尔夫海景花园,3室2厅2厨1卫,中楼层 (共31层),143.75㎡,平层,120.15㎡,塔楼,东北,钢混结构,精装,三梯四户,有,2020/12/13,商品房,2001/2/23,普通住宅,满五年,非共有,有抵押 650万元 建设银行 客户偿还,已上传房本照片,U205989328019
福田区,车公庙,房子安静宜居，  车位充足， 景观好,https://sz.lianjia.com/ershoufang/105104588143.html,432万,57600元/平米,趣园,1室1厅1厨1卫,低楼层 (共26层),74.84㎡,平层,53.62㎡,塔楼,北,钢混结构,简装,三梯十一户,有,2020/6/13,商品房,2015/4/14,普通住宅,满五年,非共有,无抵押,已上传房本照片,U205711972032
福田区,车公庙,福田都市花园 精装3房 业主诚心出售,https://sz.lianjia.com/ershoufang/105106298422.html,706万,72100元/平米,都市花园,3室2厅1厨2卫,低楼层 (共12层),97.82㎡,平层,暂无数据,板楼,东南,钢混结构,简装,一梯两户,有,2021/1/20,商品房,2001/12/5,普通住宅,满五年,非共有,无抵押,已上传房本照片,u215599544775
福田区,车公庙,南北通，高尔夫景观，购物公园旁，满五唯一红本。,https://sz.lianjia.com/ershoufang/105106377507.html,897万,64000元/平米,国都高尔夫花园二期,3室2厅1厨2卫,低楼层 (共31层),140.05㎡,平层,117.38㎡,塔楼,南 北,钢混结构,精装,三梯八户,有,2021/2/3,商品房,2013/1/14,普通住宅,满五年,非共有,无抵押,已上传房本照片,U210630548785
福田区,车公庙,天安高尔夫大精装三房，看高尔夫球场，业主诚心出售,https://sz.lianjia.com/ershoufang/105106485417.html,889万,69800元/平米,天安高尔夫海景花园,3室2厅1厨2卫,低楼层 (共31层),127.24㎡,平层,暂无数据,塔楼,东北,钢混结构,精装,三梯五户,有,2021/2/27,商品房,2012/12/6,普通住宅,满五年,非共有,有抵押 110万元 平安银行 业主自还,已上传房本照片,U211597991742
福田区,车公庙,户型方正 使用率高  低楼层  安静税费低,https://sz.lianjia.com/ershoufang/105104838107.html,458万,72100元/平米,都市花园,2室1厅1厨1卫,中楼层 (共13层),63.45㎡,平层,56.81㎡,板楼,东,钢混结构,精装,一梯四户,有,2020/7/15,商品房,2005/7/14,普通住宅,满五年,共有,无抵押,已上传房本照片,2.02E+11
福田区,车公庙,福田大三房，购物公园南北通三房有露台,https://sz.lianjia.com/ershoufang/105104501862.html,475万,55800元/平米,活力宝小区,3室2厅1厨1卫,低楼层 (共8层),85㎡,平层,暂无数据,板楼,南,框架结构,简装,一梯四户,无,2020/6/2,商品房,2010/10/28,普通住宅,满五年,非共有,有抵押 20万元 华夏银行股份有限公司深圳南园支行 客户偿还,已上传房本照片,U202805610219
福田区,车公庙,福田CBD 精装2房 满五年 安静靓景过渡好房,https://sz.lianjia.com/ershoufang/105104179650.html,583万,83700元/平米,君临天下,2室2厅1厨1卫,中楼层 (共45层),69.64㎡,平层,41.74㎡,塔楼,西北,钢混结构,精装,三梯八户,有,2020/4/24,商品房,2015/7/16,普通住宅,满五年,非共有,有抵押 300万元 中国工商银行星河支行 客户偿还,已上传房本照片,U187281371263
福田区,车公庙,业主急售 红本 南北通透 深高初始分80,https://sz.lianjia.com/ershoufang/105104061216.html,472万,94800元/平米,泰安轩,1室1厅1厨1卫,中楼层 (共20层),49.71㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,三梯十八户,有,2020/4/10,商品房,2013/10/14,普通住宅,满五年,非共有,无抵押,已上传房本照片,U198021882237
福田区,车公庙,特殊户型南向 大露台 采光通透 满五年,https://sz.lianjia.com/ershoufang/105106885501.html,539万,65500元/平米,嘉洲华苑,3室1厅1厨1卫,中楼层 (共27层),82.28㎡,错层,70.15㎡,板塔结合,东南,钢混结构,简装,两梯六户,有,2021/4/4,商品房,2003/11/29,普通住宅,满五年,非共有,有抵押 410万元 中国银行 客户偿还,已上传房本照片,2.19E+11
福田区,车公庙,福田CLD 近高尔夫球场 品质小区 高楼层南向两房,https://sz.lianjia.com/ershoufang/105106469315.html,527万,64000元/平米,国都高尔夫花园二期,2室1厅1厨1卫,高楼层 (共31层),82.32㎡,平层,68.11㎡,塔楼,南,钢混结构,精装,三梯六户,有,2021/2/25,商品房,2014/12/11,普通住宅,满五年,非共有,有抵押 155万元 中国建设银行股份有限公司深圳市分行 客户偿还,已上传房本照片,U216555518207
福田区,车公庙,诚心出售福田区金融街满五唯一3房,https://sz.lianjia.com/ershoufang/105106025392.html,723万,75700元/平米,都市阳光名苑,3室1厅1厨1卫,低楼层 (共31层),95.39㎡,平层,78.43㎡,板塔结合,北,钢混结构,精装,两梯五户,有,2020/12/14,商品房,2009/11/10,普通住宅,满五年,非共有,有抵押 90万元 招商银行 金融公司垫资,已上传房本照片,U217887623294
福田区,车公庙,复式房，高使用率，红本在手，精装修，拎包住！,https://sz.lianjia.com/ershoufang/105104035990.html,621万,83700元/平米,君临天下,2室1厅1厨1卫,低楼层 (共45层),74.08㎡,复式,暂无数据,塔楼,北,钢混结构,精装,八梯二十四户,有,2020/4/7,商品房,2014/12/3,商务公寓,满五年,非共有,无抵押,已上传房本照片,U209817434661
福田区,车公庙,君临天下精装复式2房 安静看园景 居家好房,https://sz.lianjia.com/ershoufang/105106522540.html,439万,83700元/平米,君临天下,2室1厅1厨1卫,低楼层 (共45层),52.35㎡,复式,暂无数据,塔楼,北,钢混结构,精装,八梯二十四户,有,2021/3/2,商品房,2015/11/18,商务公寓,满五年,非共有,有抵押 100万元 北京银行 客户偿还,已上传房本照片,U203040240955
福田区,车公庙,国都高尔夫花园 北向看高尔夫景观  视野开阔 地段好,https://sz.lianjia.com/ershoufang/105105999818.html,499万,64000元/平米,国都高尔夫花园二期,2室1厅1厨1卫,高楼层 (共31层),77.87㎡,平层,64.43㎡,塔楼,北,钢混结构,精装,三梯八户,有,2020/12/11,商品房,2017/8/21,普通住宅,满两年,非共有,有抵押 280万元,已上传房本照片,U175960612641
